"","country","year","infant_mortality","life_expectancy","fertility","population","gdpPercap"
"2065","Liberia",1996,151.9,50.4,6.11,2197801,58
"2066","Liberia",1997,145.2,53.8,6.06,2365290,111
"2067","Liberia",1998,138.1,54.4,6.01,2558085,133
"2068","Liberia",1999,130.6,55.2,5.95,2741755,153
"2069","Liberia",2000,123,55.8,5.88,2891968,182
"2070","Liberia",2001,115.6,56.3,5.8,2998770,215
"2071","Liberia",2002,108.2,55.4,5.72,3070673,277
"2072","Liberia",2003,101,55.2,5.64,3124222,183
"2073","Liberia",2004,94,57.9,5.55,3184643,170
"2074","Liberia",2005,87.6,58.4,5.46,3269786,181
"2075","Liberia",2006,81.9,58.8,5.37,3384804,192
"2076","Liberia",2007,76.9,59.3,5.28,3522337,214
"2077","Liberia",2008,72.5,59.9,5.19,3672782,227
"2078","Liberia",2009,68.6,60.3,5.11,3821498,246
"2079","Liberia",2010,65.2,60.8,5.02,3957990,262
"2080","Liberia",2011,62.1,61.5,4.95,4079574,276
"2081","Malawi",1960,218.2,38.51,6.91,3618604,96
"2082","Malawi",1961,216.4,38.76,6.95,3700032,101
"2083","Malawi",1962,214.6,39.02,6.98,3784444,99
"2084","Malawi",1963,212.9,39.25,7.02,3872124,95
"2085","Malawi",1964,214.3,39.49,7.06,3963424,96
"2086","Malawi",1965,213.3,39.75,7.1,4058680,106
"2087","Malawi",1966,212.3,40.03,7.14,4158132,118
"2088","Malawi",1967,211.5,40.36,7.18,4262013,123
"2089","Malawi",1968,210.8,40.73,7.22,4370664,118
"2090","Malawi",1969,209.6,41.16,7.26,4484456,121
"2091","Malawi",1970,207.7,41.62,7.3,4603739,119
"2092","Malawi",1971,204.8,42.09,7.35,4728693,135
"2093","Malawi",1972,200.6,42.55,7.39,4859569,139
"2094","Malawi",1973,195.5,43,7.43,4996861,138
"2095","Malawi",1974,189.9,43.41,7.48,5141138,144
"2096","Malawi",1975,184,43.79,7.52,5292816,149
"2097","Malawi",1976,177.5,44.16,7.56,5454839,151
"2098","Malawi",1977,170.6,44.54,7.58,5627788,154
"2099","Malawi",1978,163.8,44.92,7.61,5807170,164
"2100","Malawi",1979,157.4,45.31,7.62,5986639,166
"2101","Malawi",1980,151.8,45.72,7.62,6163225,162
"2102","Malawi",1981,147.3,46.13,7.62,6327344,149
"2103","Malawi",1982,144.4,46.53,7.61,6483571,149
"2104","Malawi",1983,143.4,46.91,7.6,6659453,151
"2105","Malawi",1984,144.6,47.26,7.58,6892527,153
"2106","Malawi",1985,146.9,47.6,7.55,7205635,153
"2107","Malawi",1986,149,47.9,7.49,7617137,145
"2108","Malawi",1987,149.6,48.17,7.4,8108484,138
"2109","Malawi",1988,148.6,48.42,7.29,8620942,134
"2110","Malawi",1989,146.2,48.64,7.15,9073088,129
"2111","Malawi",1990,142.5,48.8,7,9408998,132
"2112","Malawi",1991,137.9,48.6,6.85,9604199,140
"2113","Malawi",1992,133.1,48.3,6.72,9682918,129
"2114","Malawi",1993,128.6,48,6.61,9697635,141
"2115","Malawi",1994,124.9,47.4,6.54,9725612,126
"2116","Malawi",1995,121.9,46.9,6.48,9822812,146
"2117","Malawi",1996,119.5,46.3,6.45,10006767,154
"2118","Malawi",1997,117.1,45.8,6.41,10260421,156
"2119","Malawi",1998,113.9,45.3,6.37,10563554,157
"2120","Malawi",1999,109.4,45.1,6.32,10882543,157
"2121","Malawi",2000,103.5,45.4,6.25,11193230,155
"2122","Malawi",2001,96.5,45.9,6.19,11491824,144
"2123","Malawi",2002,88.8,46.4,6.12,11788731,142
"2124","Malawi",2003,81.6,47,6.06,12090476,147
"2125","Malawi",2004,75.5,47.5,6,12407618,151
"2126","Malawi",2005,70.7,48.5,5.95,12747846,150
"2127","Malawi",2006,67.1,49.6,5.9,13112383,158
"2128","Malawi",2007,64.5,51,5.84,13498377,162
"2129","Malawi",2008,61.7,52.4,5.78,13904671,170
"2130","Malawi",2009,59.6,53.9,5.71,14329056,180
"2131","Malawi",2010,57.5,55.4,5.64,14769824,186
"2132","Malawi",2011,53.8,56.6,5.55,15226813,189
"2133","Malaysia",1960,67.4,59.89,6.19,8160975,812
"2134","Malaysia",1961,64.2,60.48,6.14,8429369,846
"2135","Malaysia",1962,61.1,61.07,6.05,8710678,871
"2136","Malaysia",1963,58.3,61.63,5.94,8999247,905
"2137","Malaysia",1964,55.8,62.17,5.81,9287442,924
"2138","Malaysia",1965,53.4,62.71,5.66,9569784,966
"2139","Malaysia",1966,51.2,63.21,5.49,9844116,1012
"2140","Malaysia",1967,49.1,63.7,5.33,10111920,1023
"2141","Malaysia",1968,47.2,64.17,5.17,10375877,1077
"2142","Malaysia",1969,45.3,64.63,5.01,10640347,1102
"2143","Malaysia",1970,43.5,65.08,4.87,10908634,1139
"2144","Malaysia",1971,41.7,65.51,4.74,11182078,1175
"2145","Malaysia",1972,39.8,65.93,4.6,11460080,1254
"2146","Malaysia",1973,38,66.34,4.47,11741849,1367
"2147","Malaysia",1974,36.1,66.73,4.34,12025930,1446
"2148","Malaysia",1975,34.2,67.13,4.21,12311782,1424
"2149","Malaysia",1976,32.4,67.5,4.09,12599655,1552
"2150","Malaysia",1977,30.5,67.86,3.99,12891715,1635
"2151","Malaysia",1978,28.8,68.21,3.91,13191699,1704
"2152","Malaysia",1979,27,68.56,3.84,13504433,1820
"2153","Malaysia",1980,25.4,68.89,3.79,13833739,1909
"2154","Malaysia",1981,23.8,69.22,3.75,14180093,1992
"2155","Malaysia",1982,22.4,69.53,3.73,14543585,2057
"2156","Malaysia",1983,21,69.84,3.7,14926976,2130
"2157","Malaysia",1984,19.7,70.14,3.68,15333369,2234
"2158","Malaysia",1985,18.6,70.45,3.66,15764340,2149
"2159","Malaysia",1986,17.5,70.73,3.63,16221767,2112
"2160","Malaysia",1987,16.6,71.01,3.6,16703500,2162
"2161","Malaysia",1988,15.7,71.28,3.58,17202032,2308
"2162","Malaysia",1989,15,71.54,3.55,17707064,2445
"2163","Malaysia",1990,14.3,71.8,3.52,18211097,2592
"2164","Malaysia",1991,13.6,72,3.49,18709835,2763
"2165","Malaysia",1992,13,72.2,3.45,19204700,2931
"2166","Malaysia",1993,12.4,72.4,3.42,19700762,3140
"2167","Malaysia",1994,11.9,72.4,3.39,20205992,3344
"2168","Malaysia",1995,11.5,72.4,3.34,20725374,3581
"2169","Malaysia",1996,11.1,72.5,3.28,21260881,3840
"2170","Malaysia",1997,10.7,72.8,3.19,21808125,4017
"2171","Malaysia",1998,10.1,73,3.09,22358128,3630
"2172","Malaysia",1999,9.4,73.1,2.96,22898579,3762
"2173","Malaysia",2000,8.7,73.3,2.83,23420751,4004
"2174","Malaysia",2001,8.1,73.6,2.68,23920963,3941
"2175","Malaysia",2002,7.6,73.8,2.54,24401977,4071
"2176","Malaysia",2003,7.3,73.9,2.42,24869423,4226
"2177","Malaysia",2004,7.1,74,2.31,25332026,4430
"2178","Malaysia",2005,7,74.3,2.22,25796124,4583
"2179","Malaysia",2006,6.9,74.5,2.15,26263048,4764
"2180","Malaysia",2007,6.9,74.5,2.09,26730607,4984
"2181","Malaysia",2008,6.9,74.5,2.05,27197419,5134
"2182","Malaysia",2009,6.9,74.3,2.02,27661017,4966
"2183","Malaysia",2010,6.8,74.4,2,28119500,5236
"2184","Malaysia",2011,6.7,74.6,1.99,28572970,5418
"2185","Mauritania",1960,135,43.91,6.78,858170,372
"2186","Mauritania",1961,131.9,44.62,6.79,883223,417
"2187","Mauritania",1962,128.9,45.31,6.79,909172,408
"2188","Mauritania",1963,126,45.96,6.8,936014,389
"2189","Mauritania",1964,123.1,46.59,6.8,963746,482
"2190","Mauritania",1965,120.3,47.18,6.8,992368,544
"2191","Mauritania",1966,117.6,47.73,6.8,1021880,529
"2192","Mauritania",1967,114.8,48.26,6.8,1052285,532
"2193","Mauritania",1968,112.2,48.78,6.8,1083586,570
"2194","Mauritania",1969,110,49.27,6.79,1115790,560
"2195","Mauritania",1970,108.5,49.77,6.78,1148908,609
"2196","Mauritania",1971,107.5,50.25,6.77,1182945,603
"2197","Mauritania",1972,107,50.73,6.76,1217912,581
"2198","Mauritania",1973,106.6,51.2,6.74,1253839,539
"2199","Mauritania",1974,106.1,51.69,6.71,1290755,587
"2200","Mauritania",1975,105.1,52.19,6.68,1328687,541
"2201","Mauritania",1976,103.6,52.73,6.64,1367640,570
"2202","Mauritania",1977,102,53.29,6.59,1407621,544
"2203","Mauritania",1978,100.1,53.89,6.54,1448664,526
"2204","Mauritania",1979,98.1,54.51,6.48,1490811,535
"2205","Mauritania",1980,96.3,55.13,6.43,1534085,538
"2206","Mauritania",1981,94.4,55.75,6.37,1578585,540
"2207","Mauritania",1982,92.5,56.34,6.31,1624310,513
"2208","Mauritania",1983,90.6,56.9,6.26,1671080,517
"2209","Mauritania",1984,88.5,57.41,6.22,1718641,487
"2210","Mauritania",1985,86.3,57.86,6.18,1766855,488
"2211","Mauritania",1986,84.1,58.28,6.14,1815692,502
"2212","Mauritania",1987,82.1,58.64,6.1,1865356,497
"2213","Mauritania",1988,80.4,58.96,6.07,1916240,493
"2214","Mauritania",1989,79,59.25,6.02,1968870,502
"2215","Mauritania",1990,77.9,59.5,5.98,2023665,480
"2216","Mauritania",1991,77.2,60.2,5.93,2080782,475
"2217","Mauritania",1992,76.7,60.4,5.88,2140250,471
"2218","Mauritania",1993,76.4,60.7,5.82,2202201,484
"2219","Mauritania",1994,76.3,60.7,5.76,2266745,456
"2220","Mauritania",1995,76.3,61.2,5.7,2333966,486
"2221","Mauritania",1996,76.3,61.5,5.63,2403779,500
"2222","Mauritania",1997,76.3,62,5.57,2476188,466
"2223","Mauritania",1998,76.3,62.5,5.51,2551429,472
"2224","Mauritania",1999,76.2,63.2,5.44,2629806,494
"2225","Mauritania",2000,76.2,63.8,5.38,2711421,477
"2226","Mauritania",2001,76,64.2,5.32,2796502,471
"2227","Mauritania",2002,75.9,64.9,5.26,2884672,460
"2228","Mauritania",2003,75.7,65.5,5.21,2974686,473
"2229","Mauritania",2004,75.3,65.9,5.15,3064882,485
"2230","Mauritania",2005,74.7,66.3,5.1,3154087,514
"2231","Mauritania",2006,74,67,5.04,3241762,594
"2232","Mauritania",2007,73.1,67.5,4.99,3328285,588
"2233","Mauritania",2008,72.1,67.9,4.94,3414552,594
"2234","Mauritania",2009,71.1,68.2,4.89,3501927,572
"2235","Mauritania",2010,70.1,68.6,4.84,3591400,586
"2236","Mauritania",2011,69.2,68.8,4.78,3683221,599
"2237","Mexico",1960,100.6,57.34,6.78,38174114,2471
"2238","Mexico",1961,97.7,57.95,6.78,39394125,2514
"2239","Mexico",1962,94.9,58.49,6.77,40649590,2550
"2240","Mexico",1963,90.8,58.96,6.77,41939880,2672
"2241","Mexico",1964,89.3,59.4,6.77,43264267,2899
"2242","Mexico",1965,87.6,59.78,6.77,44623041,2995
"2243","Mexico",1966,86,60.15,6.77,46010959,3082
"2244","Mexico",1967,84.1,60.53,6.78,47429553,3165
"2245","Mexico",1968,82,60.91,6.78,48893607,3360
"2246","Mexico",1969,79.8,61.32,6.76,50423127,3369
"2247","Mexico",1970,77.5,61.77,6.72,52029859,3477
"2248","Mexico",1971,75.1,62.25,6.64,53719547,3495
"2249","Mexico",1972,72.7,62.75,6.53,55480125,3662
"2250","Mexico",1973,70.5,63.29,6.36,57283361,3826
"2251","Mexico",1974,68.5,63.83,6.16,59090495,3923
"2252","Mexico",1975,66.6,64.39,5.93,60872399,4027
"2253","Mexico",1976,64.7,64.95,5.68,62620087,4088
"2254","Mexico",1977,62.8,65.51,5.42,64337694,4113
"2255","Mexico",1978,60.7,66.05,5.16,66025613,4367
"2256","Mexico",1979,58.5,66.58,4.92,67688533,4673
"2257","Mexico",1980,56.1,67.09,4.71,69330974,4984
"2258","Mexico",1981,53.7,67.58,4.51,70950741,5297
"2259","Mexico",1982,51.4,68.05,4.33,72547995,5148
"2260","Mexico",1983,49.2,68.52,4.17,74133377,4827
"2261","Mexico",1984,47.3,68.97,4.03,75721210,4896
"2262","Mexico",1985,45.5,69.4,3.9,77322643,4919
"2263","Mexico",1986,43.8,69.84,3.78,78939441,4637
"2264","Mexico",1987,42.1,70.26,3.67,80571067,4628
"2265","Mexico",1988,40.5,70.67,3.57,82223153,4591
"2266","Mexico",1989,38.8,71.09,3.47,83901643,4688
"2267","Mexico",1990,37.1,71.5,3.38,85609404,4828
"2268","Mexico",1991,35.4,71.9,3.29,87347208,4931
"2269","Mexico",1992,33.7,72.1,3.2,89110043,5009
"2270","Mexico",1993,32,72.4,3.12,90887097,5007
"2271","Mexico",1994,30.4,72.7,3.04,92663664,5130
"2272","Mexico",1995,28.8,73,2.97,94426946,4721
"2273","Mexico",1996,27.3,73.3,2.9,96181710,4873
"2274","Mexico",1997,25.8,73.6,2.83,97925825,5111
"2275","Mexico",1998,24.3,73.7,2.77,99632299,5270
"2276","Mexico",1999,22.9,74.1,2.71,101266570,5385
"2277","Mexico",2000,21.6,74.6,2.66,102808590,5655
"2278","Mexico",2001,20.4,74.9,2.61,104239563,5569
"2279","Mexico",2002,19.3,74.9,2.57,105578297,5543
"2280","Mexico",2003,18.2,74.9,2.52,106888418,5549
"2281","Mexico",2004,17.4,75.2,2.48,108257822,5701
"2282","Mexico",2005,16.7,75.1,2.45,109747906,5804
"2283","Mexico",2006,16.2,75.4,2.41,111382857,6014
"2284","Mexico",2007,15.8,75.6,2.38,113139374,6113
"2285","Mexico",2008,15.4,75.4,2.35,114972821,6087
"2286","Mexico",2009,15,75.3,2.31,116815612,5617
"2287","Mexico",2010,14.4,75.4,2.28,118617542,5837
"2288","Mexico",2011,13.8,75.7,2.25,120365271,5979
"2289","Morocco",1960,145,49.64,7.07,12328534,610
"2290","Morocco",1961,142.7,50.11,7.11,12713043,578
"2291","Morocco",1962,140.4,50.6,7.13,13100843,631
"2292","Morocco",1963,138,51.09,7.14,13488517,642
"2293","Morocco",1964,135.5,51.58,7.12,13871988,633
"2294","Morocco",1965,133,52.06,7.08,14248426,628
"2295","Morocco",1966,130.4,52.54,7.02,14617077,603
"2296","Morocco",1967,127.9,53,6.95,14978905,647
"2297","Morocco",1968,125.4,53.46,6.87,15335173,695
"2298","Morocco",1969,123,53.91,6.78,15687996,736
"2299","Morocco",1970,120.8,54.34,6.69,16039600,754
"2300","Morocco",1971,118.8,54.77,6.59,16389949,779
"2301","Morocco",1972,116.8,55.19,6.49,16740525,781
"2302","Morocco",1973,114.7,55.62,6.38,17097003,792
"2303","Morocco",1974,112.4,56.08,6.27,17466606,819
"2304","Morocco",1975,109.9,56.56,6.17,17854614,862
"2305","Morocco",1976,107.1,57.11,6.07,18262366,933
"2306","Morocco",1977,104,57.72,5.97,18688782,967
"2307","Morocco",1978,100.7,58.39,5.88,19133462,966
"2308","Morocco",1979,97.4,59.13,5.78,19595092,989
"2309","Morocco",1980,94,59.93,5.68,20071902,1000
"2310","Morocco",1981,90.6,60.77,5.57,20564359,949
"2311","Morocco",1982,87.3,61.63,5.44,21070647,1016
"2312","Morocco",1983,83.9,62.49,5.29,21583746,986
"2313","Morocco",1984,80.6,63.33,5.12,22094516,1005
"2314","Morocco",1985,77.2,64.14,4.94,22596133,1045
"2315","Morocco",1986,74.1,64.91,4.75,23084731,1108
"2316","Morocco",1987,71,65.66,4.57,23560825,1058
"2317","Morocco",1988,68.2,66.38,4.39,24027330,1145
"2318","Morocco",1989,65.6,67.06,4.22,24489354,1150
"2319","Morocco",1990,63.1,67.7,4.06,24950128,1174
"2320","Morocco",1991,60.8,68.1,3.91,25410178,1233
"2321","Morocco",1992,58.5,68.4,3.76,25866445,1162
"2322","Morocco",1993,56.2,68.6,3.61,26314339,1131
"2323","Morocco",1994,54.1,69.1,3.46,26747660,1228
"2324","Morocco",1995,51.8,69.5,3.31,27161889,1129
"2325","Morocco",1996,49.7,70,3.17,27556892,1249
"2326","Morocco",1997,47.7,70.4,3.03,27934014,1205
"2327","Morocco",1998,45.8,70.8,2.91,28292299,1281
"2328","Morocco",1999,43.9,71.1,2.8,28630973,1272
"2329","Morocco",2000,42.2,71.5,2.7,28950553,1278
"2330","Morocco",2001,40.5,71.8,2.61,29250983,1361
"2331","Morocco",2002,38.9,72,2.54,29535591,1392
"2332","Morocco",2003,37.4,72.3,2.47,29812685,1467
"2333","Morocco",2004,35.9,72.5,2.42,30093109,1523
"2334","Morocco",2005,34.5,72.7,2.39,30385479,1553
"2335","Morocco",2006,33.2,72.9,2.38,30691434,1657
"2336","Morocco",2007,31.9,73.1,2.4,31011322,1684
"2337","Morocco",2008,30.7,73.3,2.44,31350544,1759
"2338","Morocco",2009,29.6,73.5,2.51,31714958,1821
"2339","Morocco",2010,28.5,73.7,2.58,32107739,1865
"2340","Morocco",2011,27.4,73.9,2.65,32531964,1925
"2341","Nepal",1960,219.6,39.8,5.99,10056945,134
"2342","Nepal",1961,216.7,40.26,5.99,10215153,135
"2343","Nepal",1962,213.3,40.74,6,10377061,135
"2344","Nepal",1963,209.4,41.21,6,10544586,135
"2345","Nepal",1964,205.2,41.67,6,10719988,143
"2346","Nepal",1965,200.7,42.14,6,10905006,139
"2347","Nepal",1966,195.9,42.6,6,11100672,146
"2348","Nepal",1967,191.3,43.05,5.99,11307139,141
"2349","Nepal",1968,186.8,43.51,5.99,11524132,140
"2350","Nepal",1969,182.6,43.97,5.98,11750914,143
"2351","Nepal",1970,178.6,44.43,5.97,11986974,144
"2352","Nepal",1971,174.6,44.91,5.96,12232454,139
"2353","Nepal",1972,170.9,45.41,5.95,12487785,141
"2354","Nepal",1973,167.2,45.92,5.93,12753028,137
"2355","Nepal",1974,163.6,46.47,5.91,13028248,143
"2356","Nepal",1975,159.9,47.05,5.89,13313487,142
"2357","Nepal",1976,156.2,47.64,5.87,13608670,145
"2358","Nepal",1977,152.3,48.28,5.85,13913775,146
"2359","Nepal",1978,148.3,48.94,5.82,14228941,149
"2360","Nepal",1979,144.3,49.63,5.8,14554356,149
"2361","Nepal",1980,140.3,50.32,5.76,14890080,142
"2362","Nepal",1981,136.2,51.06,5.72,15237302,151
"2363","Nepal",1982,132.1,51.81,5.68,15596012,153
"2364","Nepal",1983,128,52.57,5.63,15963746,145
"2365","Nepal",1984,123.9,53.36,5.57,16337117,155
"2366","Nepal",1985,119.7,54.17,5.51,16714335,161
"2367","Nepal",1986,115.4,54.98,5.44,17091959,165
"2368","Nepal",1987,111.1,55.83,5.38,17472138,164
"2369","Nepal",1988,106.7,56.68,5.31,17865238,173
"2370","Nepal",1989,102.3,57.53,5.24,18285434,176
"2371","Nepal",1990,97.7,58.4,5.17,18741688,180
"2372","Nepal",1991,93.2,59.1,5.09,19237322,186
"2373","Nepal",1992,88.9,60,5,19765570,189
"2374","Nepal",1993,84.7,60.2,4.91,20312687,191
"2375","Nepal",1994,80.7,61,4.82,20859421,201
"2376","Nepal",1995,76.8,61.7,4.71,21390905,203
"2377","Nepal",1996,73.1,62.5,4.6,21902534,209
"2378","Nepal",1997,69.6,63.4,4.47,22395247,214
"2379","Nepal",1998,66.2,63.9,4.34,22866496,216
"2380","Nepal",1999,62.8,64.6,4.21,23315053,221
"2381","Nepal",2000,59.6,65.2,4.07,23740145,231
"2382","Nepal",2001,56.7,65.9,3.92,24140941,238
"2383","Nepal",2002,53.8,65.9,3.78,24516969,235
"2384","Nepal",2003,51.2,66.8,3.63,24868900,240
"2385","Nepal",2004,48.7,67,3.49,25198130,248
"2386","Nepal",2005,46.3,67.4,3.34,25506847,254
"2387","Nepal",2006,44.1,67.8,3.19,25794344,260
"2388","Nepal",2007,42,68.1,3.05,26063619,266
"2389","Nepal",2008,40,68.4,2.9,26325183,279
"2390","Nepal",2009,38.1,68.7,2.76,26592666,289
"2391","Nepal",2010,36.3,69,2.62,26875910,300
"2392","Nepal",2011,34.6,69.3,2.5,27179237,308
"2393","Netherlands",1960,16.4,73.35,3.12,11418652,8613
"2394","Netherlands",1961,16.1,73.54,3.22,11576024,8521
"2395","Netherlands",1962,15.6,73.21,3.18,11735896,8981
"2396","Netherlands",1963,15.3,73.33,3.19,11896942,9180
"2397","Netherlands",1964,14.9,73.71,3.17,12057475,9807
"2398","Netherlands",1965,14.5,73.58,3.04,12216122,10517
"2399","Netherlands",1966,14.2,73.52,2.9,12372136,10669
"2400","Netherlands",1967,13.8,73.79,2.81,12525253,11095
"2401","Netherlands",1968,13.4,73.6,2.72,12675176,11667
"2402","Netherlands",1969,13.1,73.51,2.75,12821786,12275
"2403","Netherlands",1970,12.6,73.57,2.57,12964880,12831
"2404","Netherlands",1971,12.2,73.81,2.36,13104216,13245
"2405","Netherlands",1972,11.7,73.72,2.15,13239283,13438
"2406","Netherlands",1973,11.3,74.17,1.9,13369326,14077
"2407","Netherlands",1974,10.9,74.56,1.77,13493460,14541
"2408","Netherlands",1975,10.5,74.49,1.66,13611064,14433
"2409","Netherlands",1976,10.1,74.61,1.63,13722272,15002
"2410","Netherlands",1977,9.7,75.2,1.58,13827329,15174
"2411","Netherlands",1978,9.3,75.11,1.58,13925970,15417
"2412","Netherlands",1979,9,75.59,1.56,14017909,15626
"2413","Netherlands",1980,8.8,75.72,1.6,14103279,16036
"2414","Netherlands",1981,8.6,75.93,1.56,14181967,15822
"2415","Netherlands",1982,8.4,76.01,1.5,14255051,15546
"2416","Netherlands",1983,8.2,76.21,1.47,14325363,15790
"2417","Netherlands",1984,8,76.28,1.49,14396606,16193
"2418","Netherlands",1985,7.9,76.34,1.51,14471591,16525
"2419","Netherlands",1986,7.7,76.31,1.55,14551065,16892
"2420","Netherlands",1987,7.5,76.78,1.56,14634787,17120
"2421","Netherlands",1988,7.2,76.98,1.55,14723266,17603
"2422","Netherlands",1989,7,76.82,1.55,14816751,18265
"2423","Netherlands",1990,6.8,77,1.62,14915139,18903
"2424","Netherlands",1991,6.5,77.2,1.61,15019184,19230
"2425","Netherlands",1992,6.3,77.3,1.59,15128288,19417
"2426","Netherlands",1993,6.1,77.2,1.57,15239262,19518
"2427","Netherlands",1994,5.8,77.5,1.57,15347792,19954
"2428","Netherlands",1995,5.7,77.6,1.53,15450803,20439
"2429","Netherlands",1996,5.5,77.6,1.53,15546647,21005
"2430","Netherlands",1997,5.3,77.9,1.56,15636131,21778
"2431","Netherlands",1998,5.3,78.1,1.63,15721627,22510
"2432","Netherlands",1999,5.2,78,1.65,15806771,23437
"2433","Netherlands",2000,5.1,78.1,1.72,15894016,24227
"2434","Netherlands",2001,5,78.3,1.71,15984365,24554
"2435","Netherlands",2002,4.9,78.5,1.73,16076427,24432
"2436","Netherlands",2003,4.7,78.7,1.75,16167421,24376
"2437","Netherlands",2004,4.6,79.1,1.73,16253397,24790
"2438","Netherlands",2005,4.5,79.6,1.71,16331646,25176
"2439","Netherlands",2006,4.3,79.9,1.72,16401105,25920
"2440","Netherlands",2007,4.2,80.2,1.72,16463031,26835
"2441","Netherlands",2008,4,80.3,1.77,16519862,27225
"2442","Netherlands",2009,3.8,80.6,1.79,16575173,26174
"2443","Netherlands",2010,3.7,80.8,1.8,16631571,26526
"2444","Netherlands",2011,3.6,80.9,1.76,16689863,26744
"2445","Nicaragua",1960,134,50.69,7.34,1774696,1185
"2446","Nicaragua",1961,132.5,51.53,7.26,1830400,951
"2447","Nicaragua",1962,131.1,52.36,7.18,1886560,1030
"2448","Nicaragua",1963,129.7,53.19,7.11,1943591,1100
"2449","Nicaragua",1964,128.2,54.04,7.05,2002119,1186
"2450","Nicaragua",1965,126.6,54.88,7.01,2062633,1255
"2451","Nicaragua",1966,125,55.74,6.98,2125233,1258
"2452","Nicaragua",1967,123.1,56.6,6.96,2189880,1306
"2453","Nicaragua",1968,121.1,57.47,6.94,2256779,1285
"2454","Nicaragua",1969,118.9,58.33,6.92,2326136,1324
"2455","Nicaragua",1970,116.6,59.18,6.89,2398095,1302
"2456","Nicaragua",1971,114,60.01,6.86,2472656,1304
"2457","Nicaragua",1972,111.2,60.8,6.81,2549779,1293
"2458","Nicaragua",1973,107.9,61.56,6.75,2629503,1334
"2459","Nicaragua",1974,104.2,62.28,6.68,2711847,1477
"2460","Nicaragua",1975,100.3,62.95,6.6,2796748,1430
"2461","Nicaragua",1976,95.9,63.59,6.51,2884156,1459
"2462","Nicaragua",1977,91.3,64.17,6.42,2973805,1533
"2463","Nicaragua",1978,86.7,64.73,6.33,3065118,1371
"2464","Nicaragua",1979,82.1,65.28,6.23,3157356,978
"2465","Nicaragua",1980,77.8,65.83,6.13,3249910,994
"2466","Nicaragua",1981,73.7,66.38,6.02,3342666,1019
"2467","Nicaragua",1982,69.9,66.95,5.89,3435527,983
"2468","Nicaragua",1983,66.6,67.56,5.75,3527935,1001
"2469","Nicaragua",1984,63.6,68.2,5.59,3619252,961
"2470","Nicaragua",1985,60.9,68.89,5.43,3709091,899
"2471","Nicaragua",1986,58.6,69.67,5.27,3796914,870
"2472","Nicaragua",1987,56.5,70.51,5.12,3882940,844
"2473","Nicaragua",1988,54.5,71.4,4.99,3968453,723
"2474","Nicaragua",1989,52.7,72.35,4.87,4055262,696
"2475","Nicaragua",1990,50.9,73.3,4.75,4144564,680
"2476","Nicaragua",1991,49,73.7,4.64,4236805,664
"2477","Nicaragua",1992,47.1,73.6,4.52,4331273,652
"2478","Nicaragua",1993,45.2,73.9,4.38,4426577,635
"2479","Nicaragua",1994,43.3,74.1,4.23,4520727,643
"2480","Nicaragua",1995,41.4,74.4,4.06,4612229,667
"2481","Nicaragua",1996,39.5,74.7,3.88,4700777,696
"2482","Nicaragua",1997,37.6,75,3.7,4786641,711
"2483","Nicaragua",1998,37,73.2,3.54,4869627,725
"2484","Nicaragua",1999,34.2,75.6,3.38,4949661,763
"2485","Nicaragua",2000,32.6,76,3.25,5026792,783
"2486","Nicaragua",2001,31.2,76.2,3.14,5100750,794
"2487","Nicaragua",2002,29.8,76.3,3.05,5171736,789
"2488","Nicaragua",2003,28.6,76.3,2.97,5240876,798
"2489","Nicaragua",2004,27.4,76.4,2.9,5309703,830
"2490","Nicaragua",2005,26.3,76.6,2.85,5379327,854
"2491","Nicaragua",2006,25.3,76.7,2.8,5450217,878
"2492","Nicaragua",2007,24.4,76.8,2.76,5522119,898
"2493","Nicaragua",2008,23.5,77,2.72,5594524,911
"2494","Nicaragua",2009,22.7,77.1,2.68,5666595,886
"2495","Nicaragua",2010,22,77.2,2.63,5737722,915
"2496","Nicaragua",2011,21.3,77.4,2.59,5807787,946
"2497","Norway",1960,18.4,73.66,2.88,3582016,10693
"2498","Norway",1961,18,73.67,2.91,3610710,11273
"2499","Norway",1962,17.5,73.55,2.89,3638791,11501
"2500","Norway",1963,17.1,73.2,2.91,3666690,11845
"2501","Norway",1964,16.6,73.7,2.96,3694987,12344
"2502","Norway",1965,16,73.83,2.93,3724065,12894
"2503","Norway",1966,15.4,74.11,2.89,3754010,13276
"2504","Norway",1967,14.8,74.18,2.8,3784579,13993
"2505","Norway",1968,14.2,74.07,2.75,3815399,14193
"2506","Norway",1969,13.7,73.78,2.69,3845932,14715
"2507","Norway",1970,13.1,74.19,2.5,3875719,14894
"2508","Norway",1971,12.7,74.3,2.49,3904750,15613
"2509","Norway",1972,12.2,74.46,2.38,3932945,16318
"2510","Norway",1973,11.6,74.56,2.23,3959705,16934
"2511","Norway",1974,11,74.88,2.13,3984291,17472
"2512","Norway",1975,10.5,74.93,1.98,4006221,18250
"2513","Norway",1976,9.9,75.17,1.86,4025297,19215
"2514","Norway",1977,9.3,75.51,1.75,4041789,19929
"2515","Norway",1978,8.8,75.54,1.77,4056280,20623
"2516","Norway",1979,8.4,75.54,1.75,4069626,21451
"2517","Norway",1980,8.2,75.8,1.72,4082525,22347
"2518","Norway",1981,8,76,1.7,4095177,22622
"2519","Norway",1982,8,76.13,1.71,4107655,22582
