"","X","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"25250",26753,38,"Private",172538,13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,1
"27891",29551,30,"Private",39150,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"6968",7411,21,"Private",226145,10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,0
"11286",11989,50,"Self-emp-not-inc",95577,9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,12,0
"3245",3466,25,"Local-gov",222800,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,0
"16791",17793,41,"Private",175674,13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,1
"5271",5638,19,"Private",63363,10,"Never-married","Sales","Own-child","White","Female",0,0,30,0
"21395",22670,36,"Private",116138,9,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,0
"14197",15051,36,"Federal-gov",343052,9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,0
"13834",14667,21,"Private",351084,9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"12962",13752,30,"Private",208068,9,"Married-civ-spouse","Craft-repair","Husband","Other","Male",0,0,40,0
"2115",2256,26,"Private",156976,11,"Separated","Other-service","Not-in-family","Black","Male",0,0,40,0
"19933",21122,68,"Self-emp-not-inc",234859,10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,30,0
"6672",7102,37,"Private",120045,9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,56,0
"22608",23954,22,"Private",298489,10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,0
"27441",29074,32,"Private",123964,10,"Married-civ-spouse","Sales","Husband","White","Male",4386,0,50,0
"16036",16998,20,"Private",157894,10,"Never-married","Other-service","Own-child","Black","Male",0,0,20,0
"17451",18490,66,"Self-emp-not-inc",140456,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,1
"13595",14413,68,"Private",165017,9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"10806",11482,30,"State-gov",46144,9,"Married-AF-spouse","Adm-clerical","Own-child","White","Female",0,0,38,0
"16166",17134,31,"Private",176410,9,"Never-married","Other-service","Own-child","White","Female",0,0,38,0
"186",196,23,"Private",197387,3,"Married-civ-spouse","Transport-moving","Other-relative","White","Male",0,0,40,0
"10382",11027,28,"Private",37359,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,1
"30668",32505,50,"Private",208630,14,"Divorced","Sales","Not-in-family","White","Female",0,0,50,1
"27744",29396,53,"Private",151864,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"29560",31324,23,"Private",149204,13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,0
"21738",23033,33,"Private",578701,13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,0
"19544",20710,24,"State-gov",147719,14,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,20,0
"27272",28891,30,"Private",101345,13,"Married-civ-spouse","Sales","Wife","White","Female",3103,0,55,1
"13710",14532,46,"Private",138370,4,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,1651,40,0
"3311",3535,21,"Private",300812,10,"Never-married","Other-service","Own-child","White","Male",0,0,25,0
"11022",11715,29,"Private",212102,9,"Separated","Other-service","Unmarried","Black","Female",0,0,30,0
"6351",6764,44,"Private",104196,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,1
"14025",14869,19,"Private",184737,9,"Never-married","Other-service","Own-child","White","Female",0,1721,40,0
"6053",6451,21,"Private",194096,10,"Never-married","Other-service","Own-child","White","Female",0,0,40,0
"12462",13228,69,"Private",174474,6,"Separated","Machine-op-inspct","Not-in-family","White","Female",0,0,28,0
"8347",8873,53,"Federal-gov",205288,9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",7688,0,35,1
"28039",29706,25,"Private",231357,9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"9388",9973,43,"Local-gov",143828,14,"Divorced","Prof-specialty","Unmarried","Black","Female",9562,0,40,1
"10934",11623,68,"Private",156000,6,"Widowed","Other-service","Unmarried","Black","Female",0,0,20,0
"18432",19527,25,"Local-gov",244408,13,"Never-married","Tech-support","Unmarried","Asian-Pac-Islander","Female",0,0,40,0
"809",864,28,"Self-emp-inc",142712,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,0
"18051",19123,42,"Federal-gov",178470,9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"64",66,36,"Private",155537,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"5689",6076,52,"Private",133403,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,0
"10850",11530,27,"Self-emp-inc",190911,9,"Never-married","Sales","Own-child","White","Male",0,0,45,0
"4793",5126,20,"Private",216972,9,"Never-married","Sales","Not-in-family","White","Male",0,0,30,0
"25919",27457,40,"Private",91959,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,46,1
"24817",26295,27,"Private",134566,9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"5125",5483,22,"Private",131230,13,"Never-married","Sales","Own-child","White","Male",0,0,40,0
"24201",25642,52,"Private",175714,12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,1
"8204",8719,29,"Self-emp-not-inc",240172,13,"Never-married","Exec-managerial","Other-relative","White","Male",0,0,50,0
"23268",24649,31,"Private",150441,10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,50,0
"24581",26046,32,"Private",164190,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,30,0
"24048",25481,26,"Private",165673,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"16681",17672,43,"Local-gov",265698,13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,1
"13026",13818,37,"Private",82283,3,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,40,0
"30288",32110,48,"Private",99835,12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"6279",6689,21,"State-gov",166704,10,"Never-married","Other-service","Own-child","White","Female",0,0,14,0
"3650",3901,53,"Private",104501,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,1
"22051",23366,64,"Private",180624,12,"Never-married","Prof-specialty","Other-relative","White","Female",0,0,30,0
"12467",13233,48,"Private",115784,5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,0
"14540",15408,28,"Private",395022,11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,0
"17835",18893,32,"Private",231413,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,1
"18336",19424,25,"Private",211424,13,"Never-married","Other-service","Own-child","White","Male",0,0,40,0
"20292",21507,39,"Private",366757,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,0
"15612",16546,22,"Private",383603,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"30670",32507,38,"Private",32916,11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,1
"2067",2205,31,"Private",165148,9,"Separated","Exec-managerial","Unmarried","White","Female",0,0,12,0
"27445",29078,33,"Private",709798,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,1
"21505",22783,34,"Private",107793,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"4554",4878,47,"Federal-gov",99549,10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,0
"7316",7779,25,"Private",102460,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"4085",4373,20,"Private",27049,10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,20,0
"9821",10430,28,"Self-emp-inc",204247,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,1
"25943",27483,34,"Private",183557,9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,25,0
"10821",11498,21,"Private",312017,10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"974",1039,34,"Private",289984,9,"Divorced","Priv-house-serv","Unmarried","Black","Female",0,0,30,0
"23797",25215,28,"Private",270973,12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"23023",24393,32,"Private",190228,9,"Never-married","Other-service","Not-in-family","White","Male",0,0,60,0
"18039",19111,41,"Private",210844,10,"Married-spouse-absent","Sales","Unmarried","Black","Female",0,0,40,0
"18498",19597,40,"Private",164647,10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,38,0
"18893",20014,23,"Private",147548,9,"Divorced","Other-service","Unmarried","White","Female",0,0,30,0
"16668",17659,43,"State-gov",438427,10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,0
"19566",20733,41,"Private",187802,10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,50,0
"7968",8472,38,"Private",174717,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,1
"8802",9358,69,"Self-emp-not-inc",170877,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,0
"6537",6960,69,"Private",165017,9,"Widowed","Machine-op-inspct","Unmarried","White","Male",2538,0,40,0
"21796",23092,51,"Private",154949,9,"Widowed","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,0
"9064",9636,30,"Private",177531,9,"Never-married","Sales","Unmarried","Black","Female",0,0,25,0
"5280",5647,46,"Federal-gov",31141,10,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,0
"26093",27647,44,"Private",96249,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,1
"27386",29014,52,"Private",145155,9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"234",248,32,"Private",183916,9,"Never-married","Other-service","Not-in-family","White","Female",0,0,34,0
"21677",22967,35,"Private",201328,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,0
"4023",4307,30,"Private",65278,9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,1
"11603",12323,57,"Private",175942,10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,1
"1651",1763,41,"Private",165309,13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"21074",22333,36,"Private",152621,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"30475",32302,65,"Local-gov",103153,4,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1411,40,0
"16806",17808,21,"Local-gov",32639,10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,0
"6496",6917,38,"Private",229180,13,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,40,0
"13029",13821,59,"Private",424468,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"25803",27336,37,"Private",172722,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"9778",10385,50,"Private",304260,12,"Divorced","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male",0,0,40,0
"10836",11514,47,"Private",199058,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,1
"10859",11540,42,"Private",136419,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,1
"5093",5450,19,"Private",237455,9,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,25,0
"17976",19045,23,"Private",225724,10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,25,0
"21261",22532,40,"Private",182268,1,"Married-spouse-absent","Adm-clerical","Own-child","White","Male",0,0,40,0
"25465",26975,48,"Private",128460,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,1
"7700",8195,22,"Private",188950,10,"Never-married","Tech-support","Own-child","White","Male",0,0,40,0
"23753",25169,21,"Private",75763,10,"Married-civ-spouse","Sales","Wife","Amer-Indian-Eskimo","Female",0,0,40,0
"16245",17215,27,"Private",188941,10,"Married-civ-spouse","Tech-support","Husband","White","Male",3908,0,40,0
"8719",9269,34,"Local-gov",124827,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"19333",20486,43,"Private",81243,13,"Divorced","Tech-support","Not-in-family","White","Male",0,1876,40,0
"6535",6958,47,"Federal-gov",282830,12,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,1
"20130",21331,33,"Private",178449,10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,49,0
"20492",21720,30,"Private",26543,13,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,0
"7821",8319,53,"Federal-gov",68985,9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,0
"14867",15758,59,"Local-gov",176118,14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,1
"29752",31521,38,"Private",186191,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,0
"4539",4863,35,"Private",46385,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",5178,0,90,1
"24313",25760,24,"Private",373718,10,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,20,0
"24282",25726,32,"Private",53206,13,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,1
"7887",8387,29,"Private",204862,12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,36,0
"27943",29606,61,"Private",178312,12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,0
"5119",5477,21,"Private",203914,10,"Never-married","Other-service","Own-child","White","Female",0,0,10,0
"21434",22709,53,"Local-gov",283602,14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,40,1
"24229",25671,29,"Private",130438,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"11993",12732,37,"Private",166497,9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,38,0
"9634",10237,33,"State-gov",167474,6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"11792",12524,39,"Private",129764,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"25870",27406,18,"Private",426836,3,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,0
"8456",8989,32,"Private",204374,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,60,1
"2911",3110,18,"Private",179203,10,"Never-married","Sales","Own-child","White","Female",0,0,20,0
"860",918,67,"Self-emp-inc",76860,9,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,1
"7609",8096,24,"Private",304386,9,"Never-married","Other-service","Own-child","White","Female",0,0,30,0
"5725",6112,39,"Private",91711,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"19157",20299,41,"Private",137126,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,1
"26909",28512,57,"Private",127277,16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,1
"19017",20149,42,"Local-gov",227890,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1485,40,0
"28719",30423,57,"Private",186386,13,"Widowed","Prof-specialty","Unmarried","White","Male",10520,0,40,1
"28490",30180,21,"Self-emp-not-inc",74538,10,"Never-married","Tech-support","Not-in-family","White","Male",0,0,25,0
"11316",12022,42,"Self-emp-not-inc",54202,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,1
"3872",4143,28,"State-gov",19395,10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,0
"18225",19308,29,"Private",259226,7,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,48,0
"12487",13254,31,"Private",442429,9,"Separated","Craft-repair","Unmarried","White","Female",0,0,40,0
"2063",2201,65,"Private",90377,11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",6767,0,60,0
"19883",21070,23,"Private",283796,8,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,30,0
"823",878,38,"Private",411797,11,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"1149",1228,42,"Self-emp-not-inc",166813,10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,0
"10344",10987,38,"Private",111499,9,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,99,1
"13462",14272,28,"Private",139568,7,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"7621",8111,41,"Private",202980,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,4,0
"6772",7210,53,"Private",299080,10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,0
"114",119,55,"Private",247552,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,56,0
"10123",10754,27,"Private",501172,3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"14231",15087,27,"Private",113635,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,0
"8298",8821,28,"Private",302406,15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,0
"29301",31045,57,"Private",175017,3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,0
"5649",6033,34,"Private",96483,12,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",8614,0,60,1
"28385",30071,22,"Private",192455,9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,0
"5152",5511,27,"Private",113464,2,"Never-married","Other-service","Own-child","Other","Male",0,0,35,0
"10222",10860,23,"Local-gov",23438,9,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"10689",11359,58,"State-gov",123329,9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,16,0
"28725",30429,45,"Self-emp-inc",188330,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,0
"8896",9456,23,"Private",274797,9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,0
"15787",16729,44,"Self-emp-not-inc",90021,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,0
"6927",7370,25,"Private",298225,10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,0
"16357",17333,37,"Private",176014,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,0
"5458",5835,58,"Private",209423,2,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,38,0
"10165",10797,29,"Private",263855,8,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,0
"18459",19557,38,"Private",309122,6,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,0
"1326",1416,28,"State-gov",73211,10,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,20,0
"25312",26817,54,"Private",35557,10,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,50,1
"26866",28466,32,"Private",311524,9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,38,0
"27387",29015,27,"State-gov",192257,9,"Never-married","Protective-serv","Own-child","White","Male",2174,0,40,0
"21781",23077,23,"Private",197387,9,"Never-married","Craft-repair","Own-child","White","Male",0,0,37,0
"19215",20362,26,"Self-emp-inc",366662,9,"Never-married","Sales","Own-child","White","Male",0,0,50,0
"11778",12510,36,"Private",193855,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"17152",18168,46,"Local-gov",141944,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,1
"23040",24411,38,"Private",146398,9,"Never-married","Other-service","Unmarried","Black","Female",0,0,24,0
"23366",24752,39,"Private",172538,9,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,0
"3088",3299,25,"Private",201413,10,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,0
"25752",27282,39,"Self-emp-not-inc",194668,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,16,0
"26029",27577,30,"Private",396538,9,"Separated","Exec-managerial","Unmarried","White","Female",0,0,29,0
"16201",17170,40,"Private",374367,11,"Separated","Sales","Not-in-family","Black","Male",0,0,44,0
"16627",17614,51,"Self-emp-inc",258735,9,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,81,0
"8039",8547,19,"Private",240468,10,"Married-spouse-absent","Sales","Own-child","White","Female",0,1602,40,0
"6181",6586,41,"Private",166813,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,0
"17089",18103,56,"Private",178033,10,"Widowed","Exec-managerial","Not-in-family","White","Male",4416,0,60,0
"27081",28691,36,"Private",386726,14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,44,1
"27141",28752,51,"Private",79324,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"16042",17004,53,"Local-gov",205005,13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,60,1
"10613",11275,20,"Private",53878,9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,0
"3302",3525,21,"Private",197387,9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,0
"24166",25606,61,"Self-emp-not-inc",220342,4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,0
"12926",13715,37,"Private",190987,10,"Married-civ-spouse","Sales","Wife","White","Female",7298,0,40,1
"30583",32416,57,"Self-emp-not-inc",65080,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,1
"9526",10123,50,"Local-gov",259377,14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,40,1
"6954",7397,18,"Private",116528,10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,0
"26618",28204,33,"Private",148261,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"22263",23590,54,"Private",115284,13,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,45,1
"18833",19950,48,"Private",50880,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"10147",10778,53,"Private",88725,9,"Never-married","Craft-repair","Not-in-family","Other","Female",0,0,40,0
"25541",27060,59,"Private",279232,6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"6263",6672,38,"Private",393945,11,"Divorced","Tech-support","Not-in-family","White","Female",0,0,36,0
"9276",9854,22,"Private",213902,3,"Never-married","Priv-house-serv","Other-relative","White","Female",0,0,40,0
"21436",22711,29,"Private",90934,13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,0,64,1
"3370",3602,32,"Private",96016,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,0
"112",117,56,"Self-emp-inc",303090,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,0
"19960",21152,63,"Self-emp-inc",110610,6,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,0
"21868",23168,40,"Self-emp-inc",225165,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"14438",15303,24,"Private",195808,10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,0
"23810",25230,38,"Private",179314,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"11311",12016,46,"Private",184169,14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,35,1
"10652",11316,66,"Private",180211,13,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,30,0
"17398",18435,58,"Private",116901,9,"Divorced","Other-service","Unmarried","White","Female",0,0,25,0
"15324",16243,48,"Self-emp-not-inc",97883,9,"Separated","Other-service","Other-relative","White","Female",0,0,25,0
"35",36,48,"Private",242406,7,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,0
"19912",21100,22,"Federal-gov",146538,9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,0
"3577",3820,24,"Private",200973,10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"12982",13772,20,"Private",198148,9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,0
"3085",3295,43,"Private",220589,9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,0
"8028",8535,29,"Private",142519,9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,0
"25567",27088,32,"Local-gov",230912,14,"Never-married","Prof-specialty","Not-in-family","White","Female",4865,0,40,0
"20480",21708,45,"Private",28119,9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,7,0
"10043",10662,59,"Private",122283,15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",99999,0,40,1
"16395",17372,31,"Self-emp-not-inc",312055,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,0
"15963",16922,27,"Self-emp-not-inc",140863,5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"289",305,24,"Private",303296,10,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,40,0
"14243",15099,63,"Self-emp-not-inc",196994,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,15,0
"11875",12611,42,"Private",339346,14,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,25,0
"6017",6413,17,"Private",226980,8,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,17,0
"24331",25779,46,"Private",182715,4,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,0
"578",619,52,"Self-emp-inc",51048,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,0
"18157",19236,27,"Self-emp-inc",89718,10,"Separated","Sales","Own-child","White","Female",0,0,40,0
"23776",25193,26,"Private",60722,13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Female",0,0,40,0
"9159",9735,35,"Private",117381,13,"Never-married","Exec-managerial","Not-in-family","White","Male",8614,0,45,1
"11070",11766,23,"Private",330571,13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,0
"29753",31522,33,"Private",268451,10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,0
"25330",26835,38,"Private",222450,3,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"19668",20845,50,"Private",108446,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"21640",22928,25,"Private",338013,10,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,0
"18272",19360,28,"Private",232782,10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"29920",31705,45,"Private",330087,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"19490",20653,32,"Federal-gov",115066,9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,0
"13497",14308,41,"Private",223934,12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,0
"20970",22227,37,"Private",175643,9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,0
"15149",16051,53,"Self-emp-inc",290640,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,1
"30076",31880,27,"Private",103634,9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,38,0
"3782",4048,50,"Private",163708,9,"Widowed","Other-service","Unmarried","White","Female",0,0,40,0
"28742",30447,19,"Private",208366,9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,0
"23325",24709,40,"Self-emp-not-inc",177810,13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,0
"4921",5264,21,"Private",105577,10,"Never-married","Other-service","Own-child","White","Female",0,0,30,0
"27977",29641,35,"Self-emp-not-inc",188540,5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"6150",6553,37,"Private",192939,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"21570",22855,37,"Private",83893,11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,0
"19935",21124,28,"Private",207473,10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
