"","X","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"8946",9510,61,"Self-emp-not-inc",268797,9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,17,0
"29818",31593,59,"Private",59469,14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,0
"11259",11962,38,"Self-emp-not-inc",129573,14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,1
"24225",25666,19,"Private",378114,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,0
"2721",2907,81,"Private",114670,5,"Widowed","Priv-house-serv","Not-in-family","Black","Female",2062,0,5,0
"25952",27492,21,"Local-gov",309348,10,"Never-married","Adm-clerical","Not-in-family","White","Female",594,0,4,0
"18835",19952,26,"Private",276309,10,"Never-married","Handlers-cleaners","Own-child","Black","Female",0,0,20,0
"9019",9589,53,"Local-gov",233734,14,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,1
"21572",22857,60,"Private",160625,10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,47,0
"20269",21481,28,"Private",112403,9,"Never-married","Craft-repair","Unmarried","White","Male",2354,0,40,0
"1256",1341,28,"State-gov",225904,15,"Never-married","Prof-specialty","Unmarried","White","Male",0,0,40,0
"4090",4378,46,"Private",33794,10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,10,0
"21852",23152,40,"Private",27821,11,"Married-civ-spouse","Transport-moving","Husband","White","Male",2829,0,40,0
"11847",12581,65,"Private",170012,13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,34,0
"5873",6263,23,"Private",204209,10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,10,0
"26938",28541,47,"Private",176239,10,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,40,0
"12717",13492,21,"Private",185357,9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,0
"20076",21276,23,"Private",167424,10,"Never-married","Other-service","Own-child","White","Female",0,0,35,0
"1303",1392,40,"Local-gov",289403,4,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,1887,40,1
"6430",6846,58,"Private",213975,11,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"19498",20662,58,"Self-emp-inc",89922,11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,1
"22079",23398,42,"Private",185145,10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,57,0
"2468",2643,27,"Self-emp-inc",243871,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,45,0
"9651",10255,31,"Private",204752,8,"Never-married","Sales","Own-child","White","Male",0,0,32,0
"14470",15337,28,"Private",286452,6,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,0
"3446",3680,18,"Private",107277,7,"Never-married","Sales","Own-child","White","Female",0,0,20,0
"20425",21650,34,"Private",191856,10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",7298,0,40,1
"29969",31762,44,"Self-emp-inc",69333,13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,1
"17313",18344,20,"Private",122346,9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,0
"25530",27048,36,"Private",160035,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,1
"25214",26717,43,"Private",125461,13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,55,1
"28222",29901,38,"Private",91039,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,1
"3267",3489,26,"Private",117833,13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,1669,50,0
"8258",8777,55,"Self-emp-inc",67433,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,0
"4233",4533,25,"Private",64671,9,"Divorced","Handlers-cleaners","Own-child","Asian-Pac-Islander","Female",0,0,40,0
"26765",28360,53,"Private",167651,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"27423",29053,29,"Private",124953,13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,50,0
"10230",10868,34,"Private",234386,12,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,0
"22805",24164,47,"Private",83046,13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,0
"29711",31480,24,"Private",498349,13,"Never-married","Transport-moving","Unmarried","Black","Female",0,0,40,0
"24715",26189,52,"Local-gov",152795,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,52,1
"24790",26267,49,"Private",379779,13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,0
"16091",17056,26,"Private",182308,10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,0
"25586",27109,39,"Private",225504,14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,0
"3927",4204,55,"Private",163083,13,"Separated","Exec-managerial","Not-in-family","White","Male",14084,0,45,1
"4313",4619,27,"Private",129624,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"15689",16627,36,"Private",167440,10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,0
"8407",8935,24,"Private",175254,10,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,40,0
"14714",15598,32,"Private",294121,12,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,50,0
"18535",19636,37,"Private",167415,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,1
"3404",3637,45,"Private",304570,8,"Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",0,0,40,0
"5912",6304,51,"Private",337195,10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,50,1
"11763",12495,32,"Private",148207,11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"15592",16525,51,"Private",302579,9,"Divorced","Other-service","Other-relative","Black","Female",0,0,30,0
"12367",13127,37,"Self-emp-not-inc",192251,6,"Married-civ-spouse","Other-service","Wife","White","Female",2635,0,40,0
"11637",12360,39,"Federal-gov",103984,13,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,40,0
"8553",9090,33,"Private",34975,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,0
"26716",28309,51,"Private",53197,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"19864",21051,29,"Private",168138,13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,1
"21142",22409,34,"Private",422836,9,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,40,0
"28052",29720,44,"Private",210525,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"20404",21626,23,"Private",183358,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"13214",14012,38,"Private",363395,10,"Never-married","Sales","Unmarried","Black","Female",0,0,40,0
"2783",2974,36,"Private",187046,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,1
"25789",27320,43,"Self-emp-not-inc",180985,13,"Separated","Craft-repair","Unmarried","White","Male",0,0,35,0
"4482",4801,29,"Private",319149,8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"5714",6101,54,"Private",118108,9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,0
"27810",29468,30,"Private",24292,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,1
"16219",17188,58,"Federal-gov",298643,9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,0
"969",1032,20,"State-gov",223515,12,"Never-married","Other-service","Own-child","White","Male",0,1719,20,0
"11615",12337,29,"Private",159788,14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,80,0
"7708",8203,36,"Private",105021,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,0
"4611",4937,46,"Federal-gov",340718,7,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"7032",7479,35,"Private",268620,9,"Divorced","Other-service","Not-in-family","White","Female",0,0,45,0
"21202",22470,45,"Federal-gov",368947,13,"Never-married","Protective-serv","Not-in-family","Black","Female",0,0,40,0
"1063",1133,31,"Private",316672,9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,0
"28962",30682,39,"Private",110426,12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,45,1
"28316",29998,61,"Local-gov",167347,10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,0
"5021",5374,29,"Private",148550,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"9807",10415,34,"Private",36069,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3908,0,46,0
"8189",8704,34,"Private",98656,10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"21992",23300,23,"Private",176262,11,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,36,0
"15519",16446,52,"Private",172165,6,"Divorced","Other-service","Other-relative","White","Female",0,0,25,0
"4772",5105,90,"Private",52386,10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,35,0
"19604",20772,23,"Private",210526,9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,0
"13822",14655,33,"Private",153151,9,"Never-married","Handlers-cleaners","Own-child","White","Male",4416,0,40,0
"18763",19878,19,"Private",208656,10,"Never-married","Adm-clerical","Own-child","White","Female",594,0,20,0
"18966",20096,51,"Self-emp-not-inc",168539,12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"11994",12733,50,"Private",160724,14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",7298,0,40,1
"12577",13347,36,"Self-emp-not-inc",129150,9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,1
"960",1023,42,"Private",209370,9,"Separated","Sales","Not-in-family","White","Female",0,0,30,0
"8218",8733,22,"Private",310152,10,"Never-married","Other-service","Not-in-family","White","Male",3325,0,40,0
"22077",23395,17,"Private",166242,6,"Never-married","Other-service","Own-child","White","Female",0,0,15,0
"23743",25158,20,"Private",406641,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,0
"29779",31551,47,"Private",88564,3,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,20,0
"1892",2015,30,"Private",212237,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1740,45,0
"25901",27438,43,"Private",211128,14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,1
"1547",1652,36,"Self-emp-not-inc",136028,5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,0
"23409",24802,29,"Self-emp-not-inc",184710,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"13866",14702,51,"Private",237630,9,"Married-civ-spouse","Tech-support","Husband","White","Male",7298,0,50,1
"13579",14396,42,"Local-gov",201723,10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"13457",14267,65,"Private",150095,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"6451",6869,32,"Private",128016,9,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,20,0
"14299",15156,47,"Federal-gov",119199,10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"11943",12682,34,"Private",152453,8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"21345",22618,20,"Private",164775,3,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,0
"3920",4196,21,"Private",452640,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"20297",21512,25,"Private",476334,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,0
"9629",10231,28,"Private",394927,10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,1
"17975",19044,30,"Private",366065,10,"Never-married","Craft-repair","Unmarried","Black","Male",0,0,40,0
"20428",21653,31,"Self-emp-not-inc",252752,9,"Married-civ-spouse","Other-service","Wife","White","Female",0,2415,40,1
"5190",5552,51,"Local-gov",277024,9,"Separated","Protective-serv","Not-in-family","Black","Male",0,0,40,0
"11627",12349,33,"Private",193285,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,1
"14485",15353,56,"Self-emp-not-inc",110238,13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,40,1
"10098",10727,49,"Self-emp-not-inc",126268,13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"15493",16420,42,"Private",376072,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,0
"21800",23096,45,"Self-emp-not-inc",77132,10,"Never-married","Sales","Not-in-family","White","Male",0,0,55,0
"29055",30788,29,"Self-emp-inc",206903,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,1
"5574",5955,29,"Private",201454,10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"16118",17083,24,"Private",440138,9,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,45,0
"7857",8356,33,"Self-emp-not-inc",42485,7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,0
"6250",6658,18,"Private",214617,10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,0
"10704",11374,44,"Private",145441,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,48,1
"15437",16359,50,"Private",166565,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,0
"28086",29757,42,"Private",135056,9,"Never-married","Sales","Own-child","White","Female",0,0,40,0
"23926",25352,55,"Private",189528,3,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"2581",2760,48,"Private",121124,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"9989",10608,25,"Private",204219,9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,0
"567",608,29,"Private",182521,9,"Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,0
"7971",8476,47,"Private",44216,9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,45,0
"13077",13871,56,"Private",257555,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"1013",1080,43,"State-gov",227910,11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,1
"21919",23222,21,"Private",185948,10,"Never-married","Sales","Own-child","White","Male",0,0,35,0
"22671",24021,27,"Private",85625,9,"Never-married","Other-service","Own-child","White","Male",0,0,22,0
"16692",17683,49,"Private",190115,9,"Married-civ-spouse","Sales","Husband","White","Male",0,1672,44,0
"12532",13300,44,"Private",214838,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,1
"14560",15431,24,"Private",211968,10,"Never-married","Sales","Not-in-family","White","Female",0,0,24,0
"29333",31080,26,"Private",122575,13,"Never-married","Exec-managerial","Unmarried","Asian-Pac-Islander","Male",0,0,60,0
"14938",15832,43,"Private",427382,14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,1
"18217",19300,39,"Private",258037,14,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"6908",7350,48,"Private",156926,13,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"1368",1463,30,"Private",177675,10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,1
"25369",26876,20,"Private",209131,10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,0
"10415",11065,26,"Private",339952,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,0
"21619",22906,36,"Private",185099,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,1
"18229",19313,23,"Private",147253,12,"Never-married","Sales","Not-in-family","White","Male",0,0,40,0
"25018",26510,45,"Private",101320,9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"6366",6780,39,"Private",250217,9,"Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,70,0
"5493",5871,51,"Private",320513,4,"Married-spouse-absent","Craft-repair","Not-in-family","Black","Male",0,0,50,0
"23",23,35,"Federal-gov",76845,5,"Married-civ-spouse","Farming-fishing","Husband","Black","Male",0,0,40,0
"21761",23056,35,"Private",105813,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,48,1
"16728",17722,69,"Local-gov",286983,10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,0
"9498",10090,49,"Federal-gov",216453,11,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,45,0
"152",160,42,"Private",228456,13,"Separated","Other-service","Other-relative","Black","Male",0,0,50,0
"15571",16502,40,"Federal-gov",391744,9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,0
"3490",3725,38,"Private",234901,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,1
"1332",1423,40,"Private",202872,12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,45,0
"3268",3490,36,"Private",163396,11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,1
"8389",8916,41,"Private",216116,9,"Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,0
"14511",15379,67,"Private",105216,10,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,16,0
"4851",5187,65,"Self-emp-not-inc",226215,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,15,0
"19826",21012,21,"Private",221955,5,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,0
"29366",31116,29,"Private",289991,9,"Never-married","Transport-moving","Unmarried","White","Male",0,0,55,0
"13285",14085,31,"Private",248653,2,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,37,0
"16876",17881,18,"State-gov",76142,7,"Never-married","Other-service","Own-child","White","Male",0,0,8,0
"26803",28402,33,"Private",403468,9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,0
"14107",14956,63,"Private",268965,8,"Widowed","Sales","Unmarried","White","Female",0,0,40,0
"29054",30787,43,"Private",248186,12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,0
"17578",18628,62,"Private",24515,5,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"28717",30421,51,"Private",84278,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,1
"22646",23994,28,"Local-gov",210945,13,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,60,0
"2236",2389,27,"Private",200500,4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,0
"22987",24355,57,"Private",220262,12,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,0
"21026",22285,54,"Self-emp-inc",147239,16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,1
"9859",10471,51,"Self-emp-not-inc",171924,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,0
"28945",30663,24,"Private",22966,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,0
"28261",29941,17,"Private",99175,7,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,0
"27217",28832,49,"Private",105614,6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,0
"21709",23002,29,"Private",337693,3,"Never-married","Other-service","Own-child","White","Female",0,0,40,0
"29907",31690,28,"Private",191088,9,"Divorced","Other-service","Not-in-family","White","Female",0,1741,52,0
"23712",25126,61,"State-gov",130466,9,"Widowed","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,0
"4195",4491,29,"Private",107458,13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,0
"3383",3615,23,"Private",373550,11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"5845",6235,22,"Self-emp-inc",269583,4,"Married-civ-spouse","Craft-repair","Husband","White","Male",2580,0,40,0
"4474",4793,32,"Private",238944,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"16843",17847,43,"Self-emp-inc",304906,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,1
"13236",14034,37,"Private",259882,11,"Never-married","Sales","Unmarried","Black","Female",0,0,6,0
"26545",28123,26,"Private",37379,13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,0
"19442",20602,39,"Private",160916,12,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,45,0
"17815",18873,31,"Private",209538,10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,55,0
"9111",9684,58,"State-gov",198145,13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,1
"13066",13860,37,"Self-emp-not-inc",410919,9,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,0
"18780",19896,53,"Self-emp-inc",55139,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"20263",21475,49,"Self-emp-not-inc",182211,9,"Widowed","Farming-fishing","Not-in-family","White","Male",0,0,55,0
"4928",5271,38,"Private",161141,9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,0
"917",978,40,"State-gov",188693,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,1
"8054",8562,43,"Federal-gov",262233,13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,1
"15716",16655,21,"Private",283757,10,"Never-married","Sales","Own-child","White","Male",0,0,40,0
"27145",28756,42,"Private",96321,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,1
"29103",30839,31,"Local-gov",190228,14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,0
"7210",7666,45,"Private",170600,11,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,0
"15080",15979,25,"Private",160261,10,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Male",0,0,40,0
"17094",18108,36,"Private",159016,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,38,0
"29452",31207,51,"Self-emp-inc",192973,13,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,1
"2699",2884,45,"Private",270842,14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,1
"26091",27645,56,"Local-gov",273084,14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,1
"6498",6919,24,"Private",73514,10,"Never-married","Sales","Not-in-family","Asian-Pac-Islander","Female",0,0,50,0
"10857",11538,40,"Private",226505,9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,46,1
"12502",13269,30,"Private",167558,9,"Never-married","Sales","Unmarried","White","Female",0,0,35,0
"1923",2049,28,"Private",303954,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,42,1
"19281",20430,43,"Self-emp-not-inc",316820,10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,84,0
"11683",12409,55,"Private",60193,9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"13414",14222,46,"Private",186820,10,"Married-civ-spouse","Other-service","Wife","White","Female",5013,0,40,0
"15546",16475,54,"Self-emp-not-inc",83311,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,1
"19352",20505,62,"Self-emp-not-inc",215944,3,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,0
"17378",18415,41,"Private",331651,15,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,1
"1682",1796,33,"Private",155343,9,"Married-civ-spouse","Sales","Husband","White","Male",3103,0,40,1
"4715",5047,46,"Private",58126,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"29061",30794,20,"Private",334105,10,"Never-married","Other-service","Own-child","White","Female",0,0,10,0
"2139",2280,29,"Local-gov",107411,15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,70,0
"8249",8767,42,"Local-gov",176716,14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,0
"9894",10509,45,"Private",191858,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,1
"2856",3051,57,"Self-emp-inc",172654,15,"Married-civ-spouse","Transport-moving","Husband","White","Male",15024,0,50,1
"24910",26396,35,"Private",261012,10,"Married-spouse-absent","Adm-clerical","Not-in-family","Black","Female",0,0,40,0
"21480",22757,25,"Private",294400,4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,0
"1667",1781,38,"Private",31033,13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,40,1
"17263",18289,30,"Private",130021,4,"Married-civ-spouse","Craft-repair","Husband","White","Male",2829,0,40,0
"4473",4792,44,"Private",421449,9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"1710",1825,51,"Private",158948,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,84,1
"94",98,37,"Private",202683,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,1
"1334",1425,53,"Federal-gov",130703,9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,0
"25199",26702,48,"Private",234504,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,0
"26423",27996,62,"Private",65868,9,"Widowed","Sales","Not-in-family","White","Female",0,0,43,0
"18747",19862,77,"Self-emp-inc",84979,16,"Married-civ-spouse","Farming-fishing","Husband","White","Male",20051,0,40,1
"21369",22643,18,"Private",266489,10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,0
"14667",15546,53,"Private",260106,9,"Widowed","Sales","Not-in-family","White","Female",0,0,30,0
"26918",28521,29,"Private",267989,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,0
"19927",21116,22,"Private",88126,13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,0
"17156",18172,40,"Private",143327,10,"Separated","Handlers-cleaners","Not-in-family","White","Male",0,0,40,0
"8241",8757,27,"Private",207418,13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,0
"9940",10557,77,"Private",187656,10,"Widowed","Priv-house-serv","Not-in-family","White","Female",0,0,20,0
"10869",11552,28,"Private",197484,9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,0
"24786",26263,60,"Private",178792,9,"Widowed","Handlers-cleaners","Not-in-family","White","Female",0,0,40,0
"27264",28882,45,"Private",236040,10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"14461",15328,25,"Private",201635,13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,0
"17700",18755,25,"Private",204536,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,0
"7364",7831,31,"Private",154227,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,43,1
"29268",31008,63,"Local-gov",86590,9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,32,0
"13306",14106,51,"Private",84399,9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,0
"21138",22404,60,"Self-emp-not-inc",78913,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,0
"11580",12299,28,"Private",66473,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"14117",14966,22,"Private",356567,11,"Divorced","Tech-support","Not-in-family","White","Male",0,0,60,0
"13150",13946,47,"Private",155124,11,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1669,40,0
"10105",10734,37,"Private",208391,10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,1
"10360",11005,31,"Private",206512,7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,0
"29280",31021,56,"Private",157639,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"25844",27378,40,"Self-emp-not-inc",89413,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,0
"21511",22790,35,"Private",174308,10,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,0
"27752",29405,48,"Private",125120,10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,55,0
