"","age","net","gun","sex","year","nruns","runs_again"
"2908",36,81.45,82.28,"M",2003,5,TRUE
"2909",55,70.12,70.43,"M",2004,5,TRUE
"2910",46,84.77,86.45,"M",2006,3,FALSE
"2911",40,71,71.98,"M",2004,5,TRUE
"2912",56,96.27,97.65,"M",2003,4,TRUE
"2913",53,76.77,77.35,"M",2002,3,FALSE
"2914",50,99.17,100.7,"M",2003,3,FALSE
"2915",61,73.87,74.28,"M",2003,3,FALSE
"2916",54,82.15,84.68,"M",2001,9,TRUE
"2917",34,64.32,64.32,"M",2005,6,TRUE
"2918",46,NA,69.65,"M",2008,3,FALSE
"2919",62,83.72,84.62,"M",2001,9,TRUE
"2920",31,NA,72.75,"M",2008,3,FALSE
"2921",64,78.98,79.2,"M",2004,5,TRUE
"2922",39,71.82,72.3,"M",2002,5,TRUE
"2923",53,110.9,117.8,"M",2003,6,TRUE
"2924",32,65.08,65.28,"M",2005,5,TRUE
"2925",32,64.98,66.05,"M",2003,5,TRUE
"2926",39,NA,64.85,"M",2008,3,FALSE
"2927",30,NA,76.77,"M",2007,3,FALSE
"2928",30,NA,105.4,"F",2008,3,FALSE
"2929",30,108.2,115.6,"F",2004,3,FALSE
"2930",31,88.3,92.18,"F",2005,3,FALSE
"2931",30,NA,98.05,"F",2008,3,FALSE
"2932",53,NA,98.88,"F",2007,4,TRUE
"2933",27,88.57,94.45,"F",2003,3,FALSE
"2934",39,123.2,127.7,"F",2003,4,TRUE
"2935",43,NA,95.07,"M",2008,3,FALSE
"2936",34,NA,72.7,"M",2007,3,FALSE
"2937",46,NA,NA,"M",2007,4,TRUE
"2938",38,104.4,109.3,"F",2005,5,TRUE
"2939",29,109.7,115.9,"F",2003,6,TRUE
"2940",56,122.1,125.9,"F",2002,4,TRUE
"2941",58,78.75,79.32,"F",2002,5,TRUE
"2942",57,101.5,106.4,"F",2002,5,TRUE
"2943",33,78.55,82.38,"F",2001,3,FALSE
"2944",46,100.6,106.3,"F",2004,4,TRUE
"2945",50,NA,86.07,"F",2007,3,FALSE
"2946",49,81.07,81.53,"F",2002,7,TRUE
"2947",32,83.52,85.35,"F",2005,4,TRUE
"2948",54,120.3,120.3,"F",2005,4,TRUE
"2949",41,NA,96.02,"F",2007,3,FALSE
"2950",32,89.42,91.85,"F",2003,4,TRUE
"2951",41,107,112.8,"F",2002,8,TRUE
"2952",44,87.28,90.33,"F",2001,5,TRUE
"2953",43,90.08,91.63,"F",2003,8,TRUE
"2954",47,87.53,89.5,"F",2004,6,TRUE
"2955",54,116.5,120.2,"F",2001,6,TRUE
"2956",57,82.17,82.78,"M",2001,7,TRUE
"2957",29,91.22,93.3,"F",2004,3,FALSE
"2958",30,NA,87.25,"F",2007,3,FALSE
"2959",35,NA,117.3,"F",2007,3,FALSE
"2960",39,93.72,99.77,"F",2002,3,FALSE
"2961",32,91.68,99.28,"F",2004,3,FALSE
"2962",26,93.33,98.15,"F",2006,3,FALSE
"2963",36,87.3,90.52,"F",2001,6,TRUE
"2964",40,NA,90.73,"F",2008,3,FALSE
"2965",33,91.05,97.23,"F",2006,3,FALSE
"2966",39,100.3,101.6,"F",2003,5,TRUE
"2967",39,108.4,113.6,"F",2003,4,TRUE
"2968",43,NA,90.32,"F",2008,3,FALSE
"2969",36,91.03,104.8,"F",2001,8,TRUE
"2970",37,NA,91.28,"F",2008,3,FALSE
"2971",38,88.08,90.83,"F",2002,5,TRUE
"2972",39,80.72,81.18,"F",2006,4,TRUE
"2973",35,96.65,98.57,"F",2004,4,TRUE
"2974",41,NA,88.25,"F",2007,4,TRUE
"2975",25,NA,90.5,"F",2008,3,FALSE
"2976",28,NA,90.78,"F",2007,4,TRUE
"2977",29,NA,108.6,"F",2007,4,TRUE
"2978",31,NA,100.2,"F",2007,3,FALSE
"2979",28,93.97,93.97,"F",2005,3,FALSE
"2980",32,NA,84.03,"F",2008,3,FALSE
"2981",46,98.18,103.1,"F",2004,4,TRUE
"2982",32,115.1,115.1,"F",2004,3,FALSE
"2983",25,76.87,78.35,"F",2003,3,FALSE
"2984",43,110.8,117.4,"F",2003,5,TRUE
"2985",46,101.8,106.5,"F",2005,4,TRUE
"2986",25,NA,93.15,"F",2008,3,FALSE
"2987",40,67.88,68.02,"F",2004,6,TRUE
"2988",57,93,94.73,"F",2002,3,FALSE
"2989",30,89.42,89.42,"F",2005,3,FALSE
"2990",47,103.4,107.9,"F",2005,4,TRUE
"2991",37,NA,79.3,"F",2007,4,TRUE
"2992",29,75.15,76.08,"F",2002,3,FALSE
"2993",46,106.9,109.3,"F",2006,3,FALSE
"2994",51,96.22,98.45,"M",2003,4,TRUE
"2995",20,60.13,60.42,"M",2006,3,FALSE
"2996",37,NA,88.87,"M",2008,3,FALSE
"2997",31,80.65,83.65,"M",2004,4,TRUE
"2998",29,107.9,114.6,"M",2004,3,FALSE
"2999",35,NA,76.3,"M",2008,3,FALSE
"3000",35,83.6,87.87,"M",2006,4,TRUE
"3001",27,NA,86.43,"M",2007,4,TRUE
"3002",29,NA,75.83,"M",2008,3,FALSE
"3003",26,NA,84.63,"M",2007,3,FALSE
"3004",30,75.2,77.15,"F",2004,4,TRUE
"3005",27,125.2,125.2,"F",2004,3,FALSE
"3006",31,100.8,106.8,"F",2006,3,FALSE
"3007",35,81.42,82.63,"F",2005,5,TRUE
"3008",29,87.03,91.13,"F",2004,3,FALSE
"3009",25,NA,70.97,"F",2007,3,FALSE
"3010",26,97.52,101.7,"F",2003,4,TRUE
"3011",28,89.25,95.93,"F",2004,3,FALSE
"3012",36,NA,101.1,"F",2007,3,FALSE
"3013",25,94.02,99.53,"F",2005,3,FALSE
"3014",44,88.75,92.78,"F",2001,4,TRUE
"3015",31,NA,75.23,"F",2008,3,FALSE
"3016",36,108.6,108.6,"F",2005,3,FALSE
"3017",47,NA,92.38,"F",2008,3,FALSE
"3018",52,130.5,140,"F",2006,3,FALSE
"3019",32,NA,83.43,"F",2008,3,FALSE
"3020",40,NA,102.4,"F",2007,3,FALSE
"3021",50,105.2,114,"F",2006,5,TRUE
"3022",44,88,95.63,"F",2004,3,FALSE
"3023",39,76.9,77.38,"F",2002,3,FALSE
"3024",35,75.78,76.65,"F",2005,3,FALSE
"3025",34,82.12,84.67,"F",2004,3,FALSE
"3026",51,74.47,74.75,"F",2003,6,TRUE
"3027",28,NA,108.6,"F",2007,3,FALSE
"3028",46,106.6,110,"F",2002,3,FALSE
"3029",44,NA,86.17,"F",2007,4,TRUE
"3030",35,NA,96.1,"F",2007,3,FALSE
"3031",43,108.4,113.3,"F",2001,6,TRUE
"3032",47,75.22,75.98,"F",2004,4,TRUE
"3033",48,NA,100,"F",2007,4,TRUE
"3034",47,110.2,115.7,"F",2006,5,TRUE
"3035",27,102.7,108.1,"F",2006,3,FALSE
"3036",39,84.48,86.88,"F",2004,6,TRUE
"3037",61,116.2,117.1,"F",2001,4,TRUE
"3038",37,97.5,101.6,"F",2001,9,TRUE
"3039",40,114.8,120.3,"F",2005,5,TRUE
"3040",29,NA,83.58,"F",2007,4,TRUE
"3041",44,101.5,108.4,"F",2006,3,FALSE
"3042",43,NA,NA,"F",2007,3,FALSE
"3043",48,77.88,77.97,"F",2003,5,TRUE
"3044",46,85.22,87.28,"F",2005,3,FALSE
"3045",27,NA,82.15,"F",2007,4,TRUE
"3046",43,99.25,100.8,"F",2002,5,TRUE
"3047",45,87.48,89.05,"F",2004,3,FALSE
"3048",53,NA,94.6,"F",2007,4,TRUE
"3049",46,NA,112.2,"F",2007,3,FALSE
"3050",50,NA,104.2,"F",2008,3,FALSE
"3051",26,NA,88,"F",2008,3,FALSE
"3052",48,NA,95.63,"F",2007,4,TRUE
"3053",34,96.05,98.68,"F",2002,4,TRUE
"3054",35,NA,87.22,"F",2007,3,FALSE
"3055",39,76.83,77.03,"F",2005,4,TRUE
"3056",32,93.82,99.63,"F",2004,5,TRUE
"3057",30,89.63,93.2,"F",2002,3,FALSE
"3058",37,NA,117.8,"F",2008,3,FALSE
"3059",33,92.15,95.08,"F",2003,4,TRUE
"3060",26,NA,69.03,"F",2007,4,TRUE
"3061",33,NA,89.63,"M",2008,3,FALSE
"3062",53,102.7,104.4,"M",2006,5,TRUE
"3063",35,87.75,90.45,"M",2006,3,FALSE
"3064",54,96.45,97.47,"M",2003,4,TRUE
"3065",59,80.6,83.72,"M",2001,3,FALSE
"3066",28,83.8,86.77,"M",2003,3,FALSE
"3067",32,NA,93.68,"F",2007,4,TRUE
"3068",32,NA,110.3,"F",2007,3,FALSE
"3069",26,83.5,85.1,"F",2002,4,TRUE
"3070",55,95.13,101.3,"F",2005,3,FALSE
"3071",59,90.63,90.93,"F",2004,6,TRUE
"3072",48,101.6,108.8,"F",2006,3,FALSE
"3073",38,123.7,130,"F",2002,3,FALSE
"3074",22,NA,80.78,"F",2008,3,FALSE
"3075",31,NA,89.03,"F",2007,4,TRUE
"3076",37,NA,87.62,"F",2008,3,FALSE
"3077",29,NA,111.4,"F",2007,3,FALSE
"3078",42,95.1,102,"F",2006,3,FALSE
"3079",39,NA,111.8,"F",2008,3,FALSE
"3080",33,81.97,83.73,"F",2003,3,FALSE
"3081",26,NA,92.63,"F",2007,3,FALSE
"3082",43,104.1,109.3,"F",2001,10,TRUE
"3083",31,NA,79.72,"F",2007,4,TRUE
"3084",24,NA,71.97,"F",2007,4,TRUE
"3085",32,83.87,83.87,"F",2006,3,FALSE
"3086",30,76.5,77.68,"F",2003,5,TRUE
"3087",37,79.73,83.35,"F",2006,4,TRUE
"3088",44,78.63,79.02,"F",2001,6,TRUE
"3089",49,NA,92.7,"F",2007,3,FALSE
"3090",48,96.08,97.42,"F",2004,6,TRUE
"3091",52,137.5,144,"F",2004,5,TRUE
"3092",32,104.8,104.8,"F",2005,3,FALSE
"3093",32,100.9,105.9,"F",2003,3,FALSE
"3094",26,NA,107.8,"F",2008,3,FALSE
"3095",44,110.9,114.4,"F",2001,6,TRUE
"3096",38,93.4,96.62,"F",2005,3,FALSE
"3097",38,94.95,96.22,"F",2001,5,TRUE
"3098",30,NA,91.03,"F",2007,4,TRUE
"3099",32,84.95,87.35,"F",2001,3,FALSE
"3100",30,NA,85.13,"F",2007,4,TRUE
"3101",39,84.1,90.13,"F",2003,5,TRUE
"3102",35,78.75,80.33,"F",2002,6,TRUE
"3103",33,79.2,79.2,"F",2005,3,FALSE
"3104",53,95.33,100.8,"F",2004,4,TRUE
"3105",35,NA,88.95,"F",2008,3,FALSE
"3106",37,NA,87.32,"F",2008,3,FALSE
"3107",37,104,104,"F",2005,3,FALSE
"3108",29,NA,85.37,"F",2008,3,FALSE
"3109",52,NA,126.2,"F",2008,3,FALSE
"3110",24,76.95,79.1,"F",2004,5,TRUE
"3111",36,96.13,101.5,"F",2001,3,FALSE
"3112",36,72.92,73.43,"F",2001,4,TRUE
"3113",44,99.3,102,"F",2002,3,FALSE
"3114",40,75.3,76.4,"F",2004,3,FALSE
"3115",52,NA,75.42,"F",2007,3,FALSE
"3116",62,99.45,100.8,"F",2001,5,TRUE
"3117",39,70.83,71.92,"F",2001,4,TRUE
"3118",49,110.8,116.4,"F",2003,7,TRUE
"3119",37,NA,72.48,"F",2007,4,TRUE
"3120",52,119,125.8,"F",2004,5,TRUE
"3121",43,97.3,104.5,"F",2001,5,TRUE
"3122",51,86.82,90.93,"F",2002,3,FALSE
"3123",42,168.2,168.2,"F",2004,4,TRUE
"3124",34,113.3,119.9,"F",2003,3,FALSE
"3125",38,93.48,97.85,"F",2002,3,FALSE
"3126",26,72.88,74.52,"F",2004,3,FALSE
"3127",50,87.12,89.95,"F",2002,3,FALSE
"3128",39,110.3,115.3,"F",2001,6,TRUE
"3129",33,83.42,84.97,"F",2004,4,TRUE
"3130",50,98.67,101.1,"F",2004,6,TRUE
"3131",52,NA,106.9,"F",2008,3,FALSE
"3132",32,90.62,93.33,"F",2005,4,TRUE
"3133",36,125.2,133.4,"F",2006,4,TRUE
"3134",28,NA,85.27,"F",2007,3,FALSE
"3135",54,103.1,108.3,"F",2001,4,TRUE
"3136",37,103.4,110.3,"F",2005,4,TRUE
"3137",47,113.6,114.6,"F",2005,5,TRUE
"3138",53,NA,102.9,"F",2008,3,FALSE
"3139",25,73.7,75.53,"F",2004,3,FALSE
"3140",48,87.57,90.63,"F",2001,6,TRUE
"3141",34,97.72,100.5,"F",2006,4,TRUE
"3142",27,82.38,87.33,"F",2003,4,TRUE
"3143",47,91.2,93.75,"F",2006,3,FALSE
"3144",57,NA,102.4,"F",2008,3,FALSE
"3145",33,NA,110.6,"F",2007,3,FALSE
"3146",53,114.2,122.3,"F",2005,4,TRUE
"3147",48,89,92.65,"F",2001,5,TRUE
"3148",36,NA,87.17,"F",2007,3,FALSE
"3149",39,84.45,86.43,"F",2002,9,TRUE
"3150",48,86.27,87.47,"F",2006,5,TRUE
"3151",60,92.83,93.72,"F",2001,3,FALSE
"3152",26,NA,96.13,"F",2008,3,FALSE
"3153",61,102,106.9,"F",2004,4,TRUE
"3154",53,89.72,93.65,"F",2005,3,FALSE
"3155",25,NA,87.9,"F",2007,3,FALSE
"3156",25,NA,75.35,"F",2008,3,FALSE
"3157",30,NA,99.02,"F",2008,3,FALSE
"3158",25,82.48,85.2,"F",2004,4,TRUE
"3159",58,112.2,122,"F",2006,5,TRUE
"3160",34,107.7,114.1,"F",2005,3,FALSE
"3161",30,82,88.12,"F",2002,3,FALSE
"3162",32,96.23,101.8,"F",2006,4,TRUE
"3163",39,NA,99.73,"F",2008,3,FALSE
"3164",34,NA,94.73,"F",2007,3,FALSE
"3165",31,84.6,86.8,"F",2001,3,FALSE
"3166",30,94.38,95.98,"F",2004,3,FALSE
"3167",46,94.83,97.1,"F",2006,4,TRUE
"3168",26,NA,99.98,"F",2007,3,FALSE
"3169",76,110,110.1,"F",2003,3,FALSE
"3170",31,108.9,115.6,"F",2006,5,TRUE
"3171",30,75.17,78.42,"F",2005,4,TRUE
"3172",30,79.67,81.75,"M",2004,5,TRUE
"3173",42,95.87,99.62,"M",2002,3,FALSE
"3174",39,81.75,82.6,"M",2004,3,FALSE
"3175",52,88.2,91.52,"M",2001,6,TRUE
"3176",66,124.5,128.5,"M",2003,3,FALSE
"3177",37,103,110.1,"M",2004,3,FALSE
"3178",52,86.27,90.37,"M",2002,5,TRUE
"3179",46,79.17,84.07,"M",2002,3,FALSE
"3180",35,94.42,99.47,"M",2005,3,FALSE
"3181",75,NA,93.33,"M",2007,3,FALSE
"3182",40,79.67,83.67,"M",2006,3,FALSE
"3183",61,89.8,94.1,"M",2004,5,TRUE
"3184",31,76.1,77.7,"M",2002,4,TRUE
"3185",41,79.18,80.12,"M",2005,3,FALSE
"3186",35,63.12,63.9,"M",2005,5,TRUE
"3187",54,NA,78.82,"M",2008,3,FALSE
"3188",53,NA,104.4,"M",2008,3,FALSE
"3189",50,85.62,87.52,"M",2004,6,TRUE
"3190",54,NA,88.08,"M",2007,3,FALSE
"3191",35,NA,99.85,"F",2008,3,FALSE
"3192",37,NA,106.4,"F",2007,3,FALSE
"3193",41,NA,91.92,"F",2008,3,FALSE
"3194",32,NA,89.32,"F",2008,3,FALSE
"3195",41,NA,104.6,"F",2007,3,FALSE
"3196",45,92.52,94.82,"F",2003,3,FALSE
"3197",39,95.58,97.88,"F",2002,3,FALSE
"3198",33,124.1,131.9,"F",2005,3,FALSE
"3199",42,87.33,94.02,"F",2005,3,FALSE
"3200",37,NA,97.07,"F",2008,3,FALSE
"3201",37,70.98,71.23,"F",2003,5,TRUE
"3202",27,92.1,97.83,"F",2006,3,FALSE
"3203",39,90.73,91.93,"F",2003,3,FALSE
"3204",38,NA,95.88,"F",2008,3,FALSE
"3205",31,98.88,101.7,"F",2004,3,FALSE
"3206",51,NA,94.78,"F",2008,3,FALSE
"3207",23,115.6,121.2,"F",2001,3,FALSE
"3208",31,NA,69.18,"F",2008,3,FALSE
"3209",33,98.28,101.6,"F",2004,3,FALSE
"3210",24,NA,75.48,"F",2007,4,TRUE
"3211",30,NA,96.97,"F",2008,3,FALSE
"3212",36,NA,84.27,"F",2008,3,FALSE
"3213",36,94.98,98.75,"F",2003,3,FALSE
"3214",42,88.47,88.47,"M",2002,6,TRUE
"3215",38,74.58,75.47,"M",2004,3,FALSE
"3216",38,67.53,67.98,"M",2002,9,TRUE
"3217",55,99.03,101.6,"M",2002,6,TRUE
"3218",40,NA,68.68,"M",2008,3,FALSE
"3219",49,96.13,100.1,"M",2003,4,TRUE
"3220",46,83.28,85.08,"M",2004,4,TRUE
"3221",28,80.2,81.32,"M",2006,3,FALSE
"3222",49,74.95,75.17,"M",2003,6,TRUE
"3223",57,79.32,79.32,"M",2005,3,FALSE
"3224",42,111.1,116.9,"M",2002,8,TRUE
"3225",44,NA,85.3,"M",2007,4,TRUE
"3226",38,76.05,82.02,"M",2006,3,FALSE
"3227",49,101.9,105.6,"M",2001,3,FALSE
"3228",40,73.22,73.82,"F",2003,6,TRUE
"3229",42,105.6,109.6,"M",2003,3,FALSE
"3230",44,80.03,80.52,"M",2005,3,FALSE
"3231",66,78.48,78.65,"M",2004,6,TRUE
"3232",39,81.22,82.9,"M",2004,6,TRUE
"3233",54,64.77,64.85,"M",2003,4,TRUE
"3234",46,71.48,72.1,"M",2003,3,FALSE
"3235",53,75.67,76.48,"M",2006,3,FALSE
"3236",43,95.5,103,"F",2004,4,TRUE
"3237",32,82.4,83.27,"F",2005,3,FALSE
"3238",34,NA,81.4,"F",2007,4,TRUE
"3239",39,NA,91.68,"F",2008,3,FALSE
"3240",47,NA,86.65,"M",2007,4,TRUE
"3241",51,97.9,103.7,"M",2004,3,FALSE
"3242",43,90.42,92.38,"M",2005,5,TRUE
"3243",55,NA,87.82,"M",2008,3,FALSE
"3244",33,92.27,94.27,"M",2002,4,TRUE
"3245",53,97.48,101.4,"M",2002,7,TRUE
"3246",58,87.58,88.7,"M",2004,3,FALSE
"3247",58,90.45,96,"M",2004,3,FALSE
"3248",65,92.25,96.47,"M",2004,6,TRUE
"3249",49,85.95,89.85,"M",2006,4,TRUE
"3250",30,NA,85.22,"M",2008,3,FALSE
"3251",31,91.25,97.07,"M",2003,4,TRUE
"3252",53,90.3,90.82,"M",2001,4,TRUE
"3253",34,91.93,94.73,"M",2001,6,TRUE
"3254",49,81.67,83.68,"M",2001,5,TRUE
"3255",47,NA,80.15,"M",2007,4,TRUE
"3256",44,122,126.1,"M",2002,3,FALSE
"3257",49,89,89.15,"M",2004,4,TRUE
"3258",32,90.45,95,"M",2003,3,FALSE
"3259",48,68.08,68.53,"M",2002,7,TRUE
"3260",35,NA,86.05,"F",2008,3,FALSE
"3261",32,98.5,103.7,"F",2002,3,FALSE
"3262",35,NA,79.42,"F",2007,3,FALSE
"3263",28,NA,93.27,"F",2008,3,FALSE
"3264",31,80.48,81.7,"F",2005,4,TRUE
"3265",42,99.33,101.8,"F",2002,4,TRUE
"3266",38,98.47,98.85,"F",2002,3,FALSE
"3267",53,87.8,89.8,"F",2003,4,TRUE
"3268",44,97.07,102.1,"M",2001,9,TRUE
"3269",25,96.53,99.73,"M",2003,3,FALSE
"3270",48,NA,70.22,"M",2007,3,FALSE
"3271",46,84.75,90.35,"M",2005,6,TRUE
"3272",51,88.47,90.58,"M",2005,3,FALSE
"3273",39,58.35,58.47,"M",2001,4,TRUE
"3274",28,80.18,80.87,"M",2004,4,TRUE
"3275",43,98.1,101.2,"M",2006,5,TRUE
"3276",41,NA,116.5,"M",2008,3,FALSE
"3277",51,87.4,90.77,"M",2001,4,TRUE
"3278",42,94.37,99.3,"M",2001,4,TRUE
"3279",42,NA,89.68,"M",2008,3,FALSE
"3280",45,NA,59.38,"M",2007,3,FALSE
"3281",36,NA,72.18,"M",2008,3,FALSE
"3282",43,71.42,73.4,"M",2002,3,FALSE
"3283",54,91.4,92.43,"M",2002,4,TRUE
"3284",46,NA,112.2,"M",2007,3,FALSE
"3285",36,101.5,108.6,"M",2006,3,FALSE
"3286",45,86.82,89.17,"M",2002,4,TRUE
"3287",46,80.93,81.42,"M",2005,4,TRUE
"3288",37,NA,83.72,"M",2008,3,FALSE
"3289",45,76.2,76.67,"M",2001,4,TRUE
"3290",33,89.35,95.1,"M",2004,4,TRUE
"3291",34,55.87,55.95,"M",2005,4,TRUE
"3292",47,103.1,108.6,"M",2002,7,TRUE
"3293",38,80.72,80.97,"M",2005,3,FALSE
"3294",37,NA,94.65,"M",2008,3,FALSE
"3295",36,NA,71.17,"M",2007,3,FALSE
"3296",30,66.07,66.17,"M",2002,9,TRUE
"3297",42,73.8,74.03,"M",2002,6,TRUE
"3298",38,90.05,92.2,"M",2005,3,FALSE
"3299",31,62.18,62.6,"M",2004,5,TRUE
"3300",33,75.48,79.57,"M",2002,7,TRUE
"3301",36,78.13,83.52,"M",2001,3,FALSE
"3302",39,70.93,71.43,"M",2003,6,TRUE
"3303",39,98.25,103.1,"M",2002,5,TRUE
"3304",47,NA,109.6,"M",2008,3,FALSE
"3305",32,93.85,97.65,"M",2005,3,FALSE
"3306",54,110.5,114.1,"M",2002,5,TRUE
"3307",35,91.43,97.03,"M",2006,5,TRUE
"3308",37,60.98,61.05,"M",2001,5,TRUE
"3309",44,NA,101.9,"M",2007,4,TRUE
"3310",41,82.92,86.67,"M",2002,4,TRUE
"3311",31,78.18,79.13,"M",2001,4,TRUE
"3312",34,59.43,59.47,"M",2006,5,TRUE
"3313",47,NA,107.3,"M",2008,3,FALSE
"3314",29,NA,100.1,"F",2007,3,FALSE
"3315",25,NA,103.3,"F",2008,3,FALSE
"3316",40,78.9,79.65,"F",2005,3,FALSE
"3317",43,NA,138.4,"F",2007,3,FALSE
"3318",26,86,88.4,"F",2004,3,FALSE
"3319",43,106.7,108.9,"F",2004,4,TRUE
"3320",31,81.98,83.37,"F",2003,4,TRUE
"3321",34,117.2,124.9,"F",2005,3,FALSE
"3322",40,81.15,82.2,"F",2001,3,FALSE
"3323",35,NA,70.62,"F",2008,3,FALSE
"3324",39,NA,94.45,"F",2008,3,FALSE
"3325",35,103.7,107.7,"F",2002,7,TRUE
"3326",31,72.57,73.28,"F",2004,3,FALSE
"3327",50,82.42,83.47,"F",2005,3,FALSE
"3328",41,NA,105.2,"M",2008,3,FALSE
"3329",38,102.4,106.4,"F",2004,7,TRUE
"3330",53,95.67,99.93,"F",2001,8,TRUE
"3331",51,87.73,91.8,"M",2001,3,FALSE
"3332",29,131.2,138,"F",2005,3,FALSE
"3333",50,79.83,80.4,"M",2004,4,TRUE
"3334",35,NA,92.68,"F",2008,3,FALSE
"3335",47,NA,87.5,"M",2007,3,FALSE
"3336",42,102.7,105.8,"M",2005,5,TRUE
"3337",26,65.53,65.6,"F",2001,3,FALSE
"3338",26,96.13,98.78,"F",2005,3,FALSE
"3339",25,87.32,90.42,"F",2005,5,TRUE
"3340",33,78.55,78.78,"F",2002,7,TRUE
"3341",38,86.78,87.63,"F",2003,3,FALSE
"3342",31,98.28,108.4,"F",2006,3,FALSE
"3343",27,NA,94.1,"F",2008,3,FALSE
"3344",31,127.2,127.2,"F",2003,3,FALSE
"3345",35,86.13,88.1,"F",2004,3,FALSE
"3346",35,85.82,91.53,"F",2006,3,FALSE
"3347",27,99.73,99.73,"F",2003,4,TRUE
"3348",28,NA,81.53,"F",2008,3,FALSE
"3349",29,NA,111.2,"F",2008,3,FALSE
"3350",30,125.9,135.2,"F",2006,3,FALSE
"3351",28,NA,104.2,"F",2008,3,FALSE
"3352",31,62.05,62.32,"F",2003,3,FALSE
"3353",40,98.22,104.7,"F",2004,4,TRUE
"3354",36,99.92,103.4,"F",2004,3,FALSE
"3355",40,NA,67.97,"F",2007,4,TRUE
"3356",30,NA,103.2,"F",2007,4,TRUE
"3357",26,113.3,117.6,"F",2002,4,TRUE
"3358",24,NA,91.15,"F",2007,3,FALSE
"3359",35,NA,94.02,"F",2008,3,FALSE
"3360",30,96.87,99.8,"F",2002,8,TRUE
"3361",36,NA,86.83,"F",2007,4,TRUE
"3362",31,NA,85.52,"F",2008,3,FALSE
"3363",31,78,81.22,"F",2003,3,FALSE
"3364",31,75.15,76.17,"F",2003,4,TRUE
"3365",42,NA,106.4,"F",2007,4,TRUE
"3366",26,NA,85.23,"F",2008,3,FALSE
"3367",27,98.7,101.3,"F",2001,5,TRUE
"3368",20,NA,79.32,"F",2007,3,FALSE
"3369",48,119.3,121.2,"M",2004,3,FALSE
"3370",24,NA,73.75,"F",2007,3,FALSE
"3371",46,73.27,73.75,"M",2002,5,TRUE
"3372",48,69.4,69.82,"M",2001,6,TRUE
"3373",48,NA,80.48,"M",2007,4,TRUE
"3374",49,81.45,83.7,"M",2003,8,TRUE
"3375",41,86.62,89.22,"M",2004,6,TRUE
"3376",43,NA,117.9,"M",2007,3,FALSE
"3377",36,126.4,133.8,"F",2006,4,TRUE
"3378",28,NA,81.62,"F",2007,3,FALSE
"3379",23,71.88,75.07,"M",2002,9,TRUE
"3380",42,70.8,70.95,"M",2005,4,TRUE
"3381",27,70.7,71.22,"M",2003,3,FALSE
"3382",27,62.63,62.78,"M",2005,3,FALSE
"3383",41,NA,82.25,"M",2008,3,FALSE
"3384",31,NA,79.67,"M",2008,3,FALSE
"3385",48,NA,94.2,"F",2008,3,FALSE
"3386",33,62.65,62.85,"M",2004,5,TRUE
"3387",44,NA,79.67,"F",2007,3,FALSE
"3388",40,69.5,69.78,"F",2003,6,TRUE
"3389",43,NA,97.9,"F",2008,3,FALSE
"3390",43,NA,102.6,"F",2008,3,FALSE
"3391",45,93.1,97.6,"F",2001,8,TRUE
"3392",37,NA,84.13,"F",2007,4,TRUE
"3393",41,NA,68.62,"M",2007,4,TRUE
"3394",31,73.23,76.07,"M",2006,5,TRUE
"3395",35,84.17,87.67,"M",2003,3,FALSE
"3396",17,102.8,107.2,"F",2004,4,TRUE
"3397",36,88.33,91.8,"F",2004,3,FALSE
"3398",55,75.88,77.93,"M",2004,5,TRUE
"3399",55,NA,101.5,"M",2007,3,FALSE
"3400",58,105.4,112.7,"M",2004,4,TRUE
"3401",56,NA,87.7,"M",2008,3,FALSE
"3402",42,83.75,87.5,"M",2003,8,TRUE
"3403",70,77.45,77.55,"M",2002,3,FALSE
"3404",51,71.93,72.1,"M",2002,4,TRUE
"3405",48,80.43,83.25,"M",2001,5,TRUE
"3406",58,105.2,108.7,"M",2003,3,FALSE
"3407",44,78.85,84.28,"M",2006,4,TRUE
"3408",38,76.28,77.35,"M",2002,3,FALSE
"3409",52,NA,71.82,"M",2007,3,FALSE
"3410",65,88.12,89.37,"M",2005,4,TRUE
"3411",54,83.53,88.78,"M",2001,7,TRUE
"3412",58,90.15,95.55,"M",2006,4,TRUE
"3413",51,91.28,99.12,"M",2004,4,TRUE
"3414",41,70.13,70.53,"M",2002,4,TRUE
"3415",56,NA,69.12,"M",2008,3,FALSE
"3416",49,80.25,84.8,"M",2004,7,TRUE
"3417",43,73.28,73.48,"M",2005,5,TRUE
"3418",34,99.77,105.7,"F",2005,6,TRUE
"3419",30,104.6,112.2,"F",2006,3,FALSE
"3420",34,102.8,104.1,"F",2002,9,TRUE
"3421",27,NA,113.4,"F",2008,3,FALSE
"3422",49,107.7,112.7,"F",2001,6,TRUE
"3423",54,83.2,83.57,"F",2001,4,TRUE
"3424",30,89.22,92.8,"F",2004,3,FALSE
"3425",24,75.88,76.48,"F",2005,6,TRUE
"3426",32,93.47,95.83,"F",2001,3,FALSE
"3427",41,92.32,92.32,"F",2005,4,TRUE
"3428",41,63.52,63.62,"F",2003,4,TRUE
"3429",38,NA,68.77,"F",2008,3,FALSE
"3430",41,88.9,90.05,"F",2004,3,FALSE
"3431",34,NA,89.95,"F",2008,3,FALSE
"3432",32,NA,87.17,"F",2007,3,FALSE
"3433",27,102.6,106.2,"F",2004,4,TRUE
